triplet,outgroup,C1,C2,mixprop1,mixprop2,lambda2Dist,lambda1Dist,BIC2Dist,BIC1Dist,count
GO8_GB179_DEB_1135_ARG0295,ARG0295,0.0,3.3531795481164286,0.8793249886923324,0.12067501130766742,0.001262112552958066,0.0018301811316586924,-13200.484530703083,-13293.643473928765,1254
GO8_GB179_PET0424_PET0495,GO8_GB179,0.0,3.1546617017845704,0.8474870653165748,0.15251293468342525,0.002096129672560233,0.0031270824710465652,-20517.725248673094,-20674.40461800904,2169
GO8_GB179_PET0424_PET0495,PET0424,0.0,3.120610832098758,0.8622284629755096,0.13777153702449038,0.0008289691150819324,0.0012147804289772727,-5978.015831878115,-6026.8615875114,528
GO8_GB179_PET0424_PET0495,PET0495,0.0,4.332430176340912,0.9364161771608103,0.06358382283918966,0.0010879621386029928,0.0014525231550458714,-6000.199831476102,-6026.253123565637,545
GO8_GB179_PET0424_PAR_posas_01,GO8_GB179,0.0,3.004658288509073,0.8724100953960303,0.12758990460396968,0.0012239861065282316,0.0017572410775647171,-11052.733014141699,-11140.655565555628,1043
GO8_GB179_PET0424_PAR_posas_01,PET0424,0.0,4.012607013080409,0.9214759421912573,0.07852405780874264,0.0009807613821067552,0.001344803311891892,-8258.466203869026,-8298.424469251442,740
GO8_GB179_PET0424_PAR_posas_01,PAR_posas_01,0.0,3.190092918481683,0.8349971335770979,0.16500286642290204,0.0014413119672352266,0.002220605134338588,-14782.96378420074,-14903.623111020179,1459
GO8_GB179_PET0424_ARG0295,GO8_GB179,0.0,4.43863831754057,0.958560878046986,0.04143912195301406,0.001307439260609897,0.0016373317960893855,-11589.73377965978,-11623.7692087977,1074
GO8_GB179_PET0424_ARG0295,PET0424,0.0,5.052918265598269,0.9357865127685181,0.06421348723148197,0.0008901351186743291,0.0012056996131024095,-7582.051678403561,-7590.585061285945,664
GO8_GB179_PET0424_ARG0295,ARG0295,0.0,3.1810117454247204,0.8810542000386171,0.11894579996138292,0.0015313658640231137,0.0021894777344414894,-15292.590247811737,-15405.953577477516,1504
GO8_GB179_PET0495_PAR_posas_01,GO8_GB179,0.0,4.099208285861481,0.9640458955746947,0.035954104425305555,0.0013651587354810253,0.001678424507070707,-11688.912250436317,-11732.208572816857,1089
