P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
H_nuttalli	H_microcephalus	H_floridanus	0.174264	1.26258	0.103369	0.0694572	45.1022	30.2827	21.2946
H_floridanus	H_microcephalus	H_occidentalis	0.0290424	0.328968	0.37109	0.0161881	110.099	110.768	104.516
H_floridanus	H_microcephalus	H_petiolaris	0.123777	1.37897	0.0839518	0.0402136	169.533	106.454	83.0031
H_microcephalus	H_floridanus	H_porteri	0.297634	2.78745	0.00265624	0.0530947	221.729	70.189	37.9909
H_floridanus	H_microcephalus	H_praecox	0.0941299	1.20695	0.113726	0.0384624	172.962	106.657	88.3053
H_radula	H_floridanus	H_microcephalus	0.356651	4.64367	1.71136e-06	0.198972	114.734	139.097	65.9624
H_salicifolius	H_microcephalus	H_floridanus	0.0841941	0.892321	0.18611	0.0398671	125.141	104.393	88.1796
H_silphioides	H_floridanus	H_microcephalus	0.112355	1.34835	0.0887725	0.0691323	134.268	102.649	81.9128
H_verticillatus	H_microcephalus	H_floridanus	0.0213953	0.250547	0.401082	0.00888886	168.045	85.2581	81.6863
H_floridanus	H_mollis	H_niveus	0.0129971	0.129083	0.448646	0.00221951	227.049	59.7852	58.2511
H_nuttalli	H_floridanus	H_mollis	0.523911	3.64843	0.000131923	0.320514	19.4738	45.2063	14.123
H_floridanus	H_mollis	H_occidentalis	0.0158142	0.15659	0.437784	0.00751911	126.241	85.0214	82.3742
H_floridanus	H_mollis	H_petiolaris	0.0213083	0.247429	0.402288	0.00518451	196.785	64.4915	61.8005
H_mollis	H_floridanus	H_porteri	0.0154468	0.153838	0.438869	0.00291555	233.841	51.7038	50.1308
H_mollis	H_floridanus	H_praecox	0.0457267	0.547986	0.291851	0.0139887	206.973	68.8046	62.7873
H_radula	H_floridanus	H_mollis	0.369904	4.61453	1.96994e-06	0.225847	84.8971	160.584	73.8618
H_salicifolius	H_floridanus	H_mollis	0.361062	4.23066	1.16505e-05	0.228028	75.28	145.784	68.4367
H_silphioides	H_floridanus	H_mollis	0.33185	3.59742	0.000160694	0.181451	101.536	126.109	63.2649
H_verticillatus	H_floridanus	H_mollis	0.275329	3.17468	0.000750001	0.160788	69.1794	128.064	72.7691
H_floridanus	H_nuttalli	H_niveus	0.0728479	0.416262	0.338609	0.0188053	36.0435	27.1022	23.4216
H_occidentalis	H_floridanus	H_niveus	0.121687	1.36463	0.086184	0.0228611	189.476	63.3085	49.5724
H_niveus	H_petiolaris	H_floridanus	0.183532	2.05004	0.0201803	0.0471312	227.115	86.0087	59.3337
H_niveus	H_floridanus	H_porteri	0.184661	1.66348	0.0481082	0.0387061	136.236	73.3232	50.4645
H_niveus	H_praecox	H_floridanus	0.242265	2.79789	0.00257188	0.0664774	209.869	97.6765	59.579
H_radula	H_floridanus	H_niveus	0.10772	1.17513	0.119972	0.0214808	164.88	75.7884	61.0483
H_floridanus	H_salicifolius	H_niveus	0.175798	1.88205	0.0299147	0.0418733	152.009	88.2411	61.8546
H_floridanus	H_silphioides	H_niveus	0.0552398	0.56178	0.287133	0.0121284	198.868	74.8954	67.0542
H_floridanus	H_verticillatus	H_niveus	0.267821	3.30021	0.000483055	0.065474	149.858	100.646	58.124
H_nuttalli	H_floridanus	H_occidentalis	0.121724	0.759134	0.223886	0.0600194	24.4024	31.7143	24.8313
H_nuttalli	H_floridanus	H_petiolaris	0.175489	1.07266	0.141711	0.0612319	34.4476	25.8631	18.1409
H_nuttalli	H_floridanus	H_porteri	0.560509	3.22695	0.000625583	0.0879122	37.2262	22.9881	6.47421
H_nuttalli	H_floridanus	H_praecox	0.227812	1.61045	0.0536494	0.0855057	39.0484	28.0258	17.6258
H_radula	H_floridanus	H_nuttalli	0.358787	2.45793	0.00698711	0.103914	26.3671	27.8845	13.1587
H_salicifolius	H_nuttalli	H_floridanus	0.0490933	0.260371	0.397289	0.0121817	31.5813	14.119	12.7976
H_silphioides	H_floridanus	H_nuttalli	0.149294	0.902845	0.183304	0.040825	36.2421	23.7254	17.5615
H_nuttalli	H_verticillatus	H_floridanus	0.0552203	0.306924	0.379451	0.0149686	62.3122	16.0761	14.3935
H_occidentalis	H_floridanus	H_petiolaris	0.181589	1.87964	0.0300784	0.0573563	172.056	93.0401	64.4429
H_occidentalis	H_floridanus	H_porteri	0.311178	2.61991	0.00439764	0.0569408	212.183	58.094	30.5194
H_occidentalis	H_floridanus	H_praecox	0.23664	2.472	0.00671802	0.0890335	176.072	98.935	61.0711
H_radula	H_floridanus	H_occidentalis	0.511443	5.38978	3.52716e-08	0.217017	120.781	137.731	44.5198
H_salicifolius	H_floridanus	H_occidentalis	0.217359	2.2356	0.0126889	0.10821	82.6155	106.949	68.7575
H_silphioides	H_floridanus	H_occidentalis	0.284774	2.65195	0.00400147	0.112341	129.579	95.1528	52.971
H_verticillatus	H_floridanus	H_occidentalis	0.0241973	0.231761	0.408362	0.0134538	70.9848	91.1122	86.807
H_petiolaris	H_floridanus	H_porteri	0.121752	1.17657	0.119684	0.0260523	150.138	67.1757	52.5935
H_petiolaris	H_praecox	H_floridanus	0.0868319	1.00075	0.158475	0.0218449	297.592	75.7822	63.673
H_radula	H_floridanus	H_petiolaris	0.238869	2.3746	0.00878397	0.0637721	158.243	91.9537	56.4942
H_floridanus	H_salicifolius	H_petiolaris	0.12298	1.1871	0.117595	0.0413026	128.403	90.0348	70.3149
H_silphioides	H_floridanus	H_petiolaris	0.0254804	0.270731	0.393299	0.00826359	189.371	82.7915	78.6772
H_floridanus	H_verticillatus	H_petiolaris	0.230041	2.70186	0.00344766	0.0786246	131.943	107.17	67.0847
H_praecox	H_floridanus	H_porteri	0.0701912	0.701461	0.241508	0.0151163	157.087	66.1448	57.4683
H_radula	H_floridanus	H_porteri	0.0450279	0.422962	0.336161	0.00905063	182.643	55.6865	50.8877
H_salicifolius	H_floridanus	H_porteri	0.271373	2.25709	0.0120013	0.0493358	204.043	58.9405	33.779
H_silphioides	H_floridanus	H_porteri	0.203045	1.65544	0.0489174	0.0339637	217.055	50.8446	33.6819
H_verticillatus	H_floridanus	H_porteri	0.323554	2.68002	0.00368084	0.0523285	192.628	56.4229	28.8368
H_radula	H_floridanus	H_praecox	0.214363	2.26663	0.0117064	0.0675695	155.493	93.8295	60.7033
H_floridanus	H_salicifolius	H_praecox	0.0980779	1.11149	0.133178	0.0382589	132.774	87.8907	72.1903
H_silphioides	H_floridanus	H_praecox	0.0599017	0.587596	0.278402	0.0212476	175.633	82.3545	73.0457
H_floridanus	H_verticillatus	H_praecox	0.176515	2.41859	0.00779034	0.0746344	132.613	102.708	71.8892
H_radula	H_floridanus	H_salicifolius	0.440277	5.48058	2.11967e-08	0.154281	124.677	127.565	49.5746
H_radula	H_silphioides	H_floridanus	0.318537	3.42579	0.000306506	0.1326	103.944	110.27	56.9913
H_radula	H_floridanus	H_verticillatus	0.333636	3.96856	3.61546e-05	0.12471	101.881	111.471	55.6975
H_silphioides	H_floridanus	H_salicifolius	0.178477	1.96665	0.0246118	0.067739	133.444	99.7623	69.5448
H_salicifolius	H_verticillatus	H_floridanus	0.0060725	0.0570567	0.47725	0.0020734	148.559	58.6443	57.9364
H_silphioides	H_floridanus	H_verticillatus	0.155235	1.52622	0.0634772	0.0641365	125.154	94.8955	69.3923
H_giganteus	H_grosseserratus	H_gracilentus	0.171419	1.61698	0.052941	0.0389206	221.199	59.3742	41.9972
H_heterophyllus	H_giganteus	H_gracilentus	0.257872	2.79783	0.00257232	0.102407	106.946	128.113	75.5848
H_laciniatus	H_giganteus	H_gracilentus	0.0877023	0.803571	0.210822	0.0344126	88.1988	83.1194	69.7155
H_longifolius	H_giganteus	H_gracilentus	0.170465	1.68898	0.0456119	0.0759725	77.4115	102.914	72.9377
H_giganteus	H_maximiliani	H_gracilentus	0.324765	3.7162	0.000101121	0.0949187	185.86	90.721	46.2406
H_giganteus	H_microcephalus	H_gracilentus	0.0465751	0.532326	0.29725	0.0135418	181.8	70.5197	64.2431
H_mollis	H_giganteus	H_gracilentus	0.0438171	0.41184	0.340228	0.0184951	115.608	91.5167	83.8333
H_giganteus	H_gracilentus	H_niveus	0.00650029	0.0702379	0.472002	0.00187832	106.822	87.5272	86.3967
H_giganteus	H_nuttalli	H_gracilentus	0.0144615	0.0854671	0.465945	0.00399046	49.8325	15.7	15.2524
H_occidentalis	H_giganteus	H_gracilentus	0.14546	1.36975	0.0853831	0.0451392	137.823	74.9274	55.8976
H_gracilentus	H_giganteus	H_petiolaris	0.0686671	0.785603	0.21605	0.024848	107.703	95.3019	83.0546
H_gracilentus	H_giganteus	H_porteri	0.0448416	0.37157	0.355106	0.00960515	170.757	56.4673	51.6204
H_gracilentus	H_giganteus	H_praecox	0.0633373	0.647775	0.258565	0.028869	106.446	103.902	91.5243
H_radula	H_giganteus	H_gracilentus	0.261006	3.87267	5.38258e-05	0.0985498	87.0306	113.503	66.5167
H_giganteus	H_salicifolius	H_gracilentus	0.197544	1.86209	0.0312949	0.0606706	142.338	72.7857	48.7726
H_silphioides	H_giganteus	H_gracilentus	0.0317233	0.324707	0.372701	0.0113771	110.278	75.6473	70.9953
H_giganteus	H_verticillatus	H_gracilentus	0.414496	3.84764	5.96305e-05	0.0852518	195.251	56.8708	23.5406
H_giganteus	H_grosseserratus	H_heterophyllus	0.0904118	0.87469	0.190871	0.0305572	244.226	67.0483	55.9296
H_giganteus	H_grosseserratus	H_laciniatus	0.305301	2.97454	0.00146714	0.0626353	185.23	69.2369	36.8488
H_giganteus	H_grosseserratus	H_longifolius	0.284357	2.45719	0.00700143	0.0636884	223.807	64.675	36.0369
H_giganteus	H_grosseserratus	H_maximiliani	0.262901	3.59715	0.000160864	0.201809	116.409	134.476	78.4874
H_giganteus	H_grosseserratus	H_microcephalus	0.0702521	0.921788	0.17832	0.0604539	155.402	101.684	88.3347
H_giganteus	H_grosseserratus	H_mollis	0.254369	2.76801	0.00282001	0.0952281	207.794	88.597	52.6645
H_grosseserratus	H_giganteus	H_niveus	0.0242574	0.24624	0.402748	0.0041489	253.708	55.9057	53.2577
H_nuttalli	H_grosseserratus	H_giganteus	0.226241	1.34657	0.0890588	0.104308	44.1786	21.3254	13.4563
H_giganteus	H_grosseserratus	H_occidentalis	0.175404	1.82547	0.0339647	0.0710151	171.377	88.8365	62.3226
H_giganteus	H_grosseserratus	H_petiolaris	0.165778	1.86808	0.0308752	0.0442467	239.782	74.7725	53.5066
H_giganteus	H_grosseserratus	H_porteri	0.222049	1.85976	0.0314597	0.0317672	289.783	45.524	28.9804
H_giganteus	H_grosseserratus	H_praecox	0.0943116	1.00544	0.157343	0.0301642	251.974	74.8035	61.9098
H_giganteus	H_grosseserratus	H_radula	0.240556	2.22248	0.0131255	0.0516164	221.987	62.3623	38.177
H_giganteus	H_grosseserratus	H_salicifolius	0.218688	2.62442	0.00433987	0.0879065	120.139	91.4579	58.6345
H_giganteus	H_grosseserratus	H_silphioides	0.0958224	1.00331	0.157854	0.026253	185.985	64.3387	53.0867
H_grosseserratus	H_verticillatus	H_giganteus	0.0498034	0.552769	0.290211	0.0352852	106.234	69.021	62.4722
H_laciniatus	H_giganteus	H_heterophyllus	0.113308	1.18046	0.118908	0.0541723	99.0277	85.4138	68.0277
H_longifolius	H_heterophyllus	H_giganteus	0.234323	2.29443	0.0108828	0.0865053	135.308	95.2346	59.0761
H_maximiliani	H_giganteus	H_heterophyllus	0.0141335	0.160523	0.436235	0.00569295	233.221	78.9435	76.7431
H_microcephalus	H_giganteus	H_heterophyllus	0.0202078	0.246326	0.402715	0.00946567	218.108	92.8379	89.1602
H_giganteus	H_heterophyllus	H_mollis	0.0622788	0.842218	0.199833	0.0379633	82.6027	131.435	116.024
H_heterophyllus	H_giganteus	H_niveus	0.214502	2.306	0.0105553	0.0614603	144.811	121.421	78.5309
H_nuttalli	H_giganteus	H_heterophyllus	0.418683	2.80185	0.00254051	0.190521	66.4471	37.8369	15.504
H_heterophyllus	H_giganteus	H_occidentalis	0.131687	1.3821	0.0834701	0.0727146	81.6743	129.222	99.1485
H_heterophyllus	H_giganteus	H_petiolaris	0.191503	2.19383	0.014124	0.0747284	137.424	128.692	87.3239
H_giganteus	H_heterophyllus	H_porteri	0.145377	1.2966	0.0973853	0.0338831	159.258	70.9099	52.9094
H_heterophyllus	H_giganteus	H_praecox	0.193209	2.36768	0.00895007	0.085694	136.568	130.303	88.1045
H_radula	H_heterophyllus	H_giganteus	0.208746	2.36428	0.00903262	0.0672417	155.916	86.6258	56.7058
H_giganteus	H_salicifolius	H_heterophyllus	0.0286431	0.328789	0.371157	0.0108465	178.769	67.0223	63.2898
H_heterophyllus	H_silphioides	H_giganteus	0.331245	4.0503	2.55765e-05	0.140955	140.38	105.637	53.067
H_verticillatus	H_giganteus	H_heterophyllus	0.102033	1.02092	0.153646	0.0362013	241.568	64.7275	52.7418
H_giganteus	H_laciniatus	H_longifolius	0.073557	0.65476	0.256311	0.0239629	87.5702	65.1298	56.2048
H_giganteus	H_maximiliani	H_laciniatus	0.338072	3.82768	6.46788e-05	0.0780493	166.596	84.0094	41.5584
H_giganteus	H_microcephalus	H_laciniatus	0.148362	1.95683	0.0251836	0.0376267	155.976	79.3486	58.8458
H_laciniatus	H_giganteus	H_mollis	0.107749	1.00339	0.157837	0.0552475	73.5363	87.6867	70.6284
H_laciniatus	H_giganteus	H_niveus	0.163075	1.63154	0.0513878	0.0472189	99.5967	91.9848	66.1903
H_giganteus	H_nuttalli	H_laciniatus	0.332939	1.83194	0.0334804	0.0751443	49.2143	17.8889	8.95238
H_laciniatus	H_giganteus	H_occidentalis	0.096995	0.898736	0.184397	0.0493421	63.7218	88.2861	72.6738
H_laciniatus	H_giganteus	H_petiolaris	0.0165808	0.168225	0.433203	0.00654657	84.3009	81.4072	78.7517
H_giganteus	H_laciniatus	H_porteri	0.220818	1.96801	0.0245337	0.0434772	139.107	55.5746	35.4702
H_laciniatus	H_giganteus	H_praecox	1.6638e-05	0.000186241	0.499926	7.8971e-06	92.885	83.4783	83.4755
H_giganteus	H_laciniatus	H_radula	0.00157603	0.0151901	0.49394	0.000546394	102.676	68.8464	68.6298
H_giganteus	H_salicifolius	H_laciniatus	0.290109	2.92923	0.00169903	0.070779	127.009	72.1381	39.6944
H_laciniatus	H_giganteus	H_silphioides	0.155105	1.76973	0.0383863	0.0630108	68.536	85.9019	62.8324
H_giganteus	H_verticillatus	H_laciniatus	0.268469	2.87878	0.00199606	0.0489096	183.471	52.6659	30.3726
H_giganteus	H_maximiliani	H_longifolius	0.25983	2.40921	0.00799345	0.0642625	202.942	73.3153	43.0739
H_giganteus	H_microcephalus	H_longifolius	0.189676	1.90426	0.0284385	0.0598645	195.229	86.4026	58.8514
H_giganteus	H_longifolius	H_mollis	0.0166455	0.181505	0.427985	0.0106454	45.5639	114.239	110.498
H_longifolius	H_giganteus	H_niveus	0.210376	2.09532	0.0180715	0.062147	100.615	105.651	68.9245
H_giganteus	H_nuttalli	H_longifolius	0.00906487	0.0530611	0.478842	0.00278971	60.3381	18.7294	18.3929
H_longifolius	H_giganteus	H_occidentalis	0.135902	1.32352	0.0928317	0.0763386	57.6194	113.704	86.4964
H_longifolius	H_giganteus	H_petiolaris	0.133628	1.35696	0.0873964	0.0582387	89.4403	108.076	82.5971
H_giganteus	H_longifolius	H_porteri	0.0592689	0.522259	0.300745	0.0174124	124.027	72.2514	64.1661
H_longifolius	H_giganteus	H_praecox	0.16267	1.74279	0.0406849	0.0819354	96.3511	116.777	84.0999
H_radula	H_longifolius	H_giganteus	0.0257371	0.239069	0.405526	0.00656124	190.495	49.5413	47.0552
H_giganteus	H_salicifolius	H_longifolius	0.229515	2.30884	0.0104761	0.0679381	150.85	72.9405	45.7087
H_longifolius	H_silphioides	H_giganteus	0.4282	4.27974	9.35572e-06	0.139692	165.908	81.4727	32.6187
H_giganteus	H_verticillatus	H_longifolius	0.260349	2.38238	0.00860063	0.0600144	209.131	57.8067	33.9246
H_maximiliani	H_giganteus	H_microcephalus	0.0628476	0.875665	0.190606	0.0550299	141.255	114.532	100.987
H_giganteus	H_maximiliani	H_mollis	0.186346	2.22797	0.0129413	0.0813574	192.445	106.913	73.3261
H_giganteus	H_maximiliani	H_niveus	0.227831	2.38532	0.00853218	0.0434931	226.505	79.9502	50.2797
H_nuttalli	H_giganteus	H_maximiliani	0.0460908	0.366772	0.356895	0.0461509	19.9549	30.2257	27.5622
H_maximiliani	H_giganteus	H_occidentalis	0.00902217	0.0955549	0.461937	0.00369627	150.407	84.3335	82.8253
H_giganteus	H_maximiliani	H_petiolaris	0.272201	3.55912	0.000186052	0.0810468	212.517	99.2124	56.7573
H_giganteus	H_maximiliani	H_porteri	0.0831455	0.76974	0.220727	0.0150231	274.762	55.9507	47.3608
H_giganteus	H_maximiliani	H_praecox	0.295317	3.79196	7.47306e-05	0.102433	221.922	103.217	56.1525
H_giganteus	H_maximiliani	H_radula	0.181043	1.80019	0.0359154	0.0489713	225.592	77.3796	53.6564
H_giganteus	H_maximiliani	H_salicifolius	0.284247	3.30921	0.000467803	0.117243	88.9138	109.107	60.8092
H_giganteus	H_maximiliani	H_silphioides	0.0434303	0.446018	0.327792	0.0130228	175.105	71.6209	65.6588
H_giganteus	H_verticillatus	H_maximiliani	0.337103	4.49217	3.52504e-06	0.226668	98.058	108.814	53.9467
H_giganteus	H_microcephalus	H_mollis	0.253464	3.377	0.000366399	0.124044	169.495	121.026	72.0808
H_giganteus	H_microcephalus	H_niveus	0.0472926	0.595679	0.275695	0.00979291	212.474	72.494	65.9468
H_nuttalli	H_giganteus	H_microcephalus	0.0526502	0.384609	0.350264	0.061848	31.3782	30.7635	27.6861
H_giganteus	H_microcephalus	H_occidentalis	0.161737	2.28459	0.0111686	0.0757639	119.222	105.285	75.9694
H_giganteus	H_microcephalus	H_petiolaris	0.0679397	0.947495	0.171693	0.021027	203.367	82.8955	72.3483
H_microcephalus	H_giganteus	H_porteri	0.0341308	0.301062	0.381684	0.00648782	266.82	54.5804	50.9776
H_giganteus	H_microcephalus	H_praecox	0.0659901	0.91443	0.180245	0.0247361	214.416	90.45	79.2513
H_giganteus	H_microcephalus	H_radula	0.184463	1.88084	0.0299967	0.0572657	209.224	87.4167	60.1889
H_salicifolius	H_giganteus	H_microcephalus	0.152254	2.12075	0.0169712	0.124319	102.829	108.067	79.5081
H_giganteus	H_microcephalus	H_silphioides	0.0697921	0.805435	0.210284	0.026739	155.366	90.3517	78.5628
H_giganteus	H_verticillatus	H_microcephalus	0.044987	0.632786	0.263437	0.0389747	145.972	87.0475	79.5526
H_mollis	H_giganteus	H_niveus	0.210992	2.27267	0.011523	0.0538866	149.567	102.999	67.1078
H_nuttalli	H_giganteus	H_mollis	0.00634982	0.0483984	0.480699	0.00328105	54.5921	23.7413	23.4417
H_giganteus	H_mollis	H_occidentalis	0.152184	1.84858	0.0322592	0.0829415	77.5796	116.201	85.5046
H_mollis	H_giganteus	H_petiolaris	0.0463318	0.522841	0.300542	0.0185965	135.985	97.1201	88.5191
H_giganteus	H_mollis	H_porteri	0.16972	1.69542	0.0449975	0.0402238	163.674	72.1657	51.224
H_mollis	H_giganteus	H_praecox	0.0597098	0.706306	0.239999	0.0283128	138.677	104.35	92.591
H_radula	H_giganteus	H_mollis	0.00773451	0.107977	0.457007	0.00497171	56.3837	123.285	121.392
H_giganteus	H_salicifolius	H_mollis	0.10415	1.10283	0.135051	0.04503	138.648	80.4647	65.2849
H_giganteus	H_silphioides	H_mollis	0.181188	2.34287	0.00956794	0.105229	93.1265	124.852	86.5487
H_giganteus	H_verticillatus	H_mollis	0.133887	1.3707	0.0852335	0.0474977	203.484	68.029	51.9635
H_nuttalli	H_giganteus	H_niveus	0.273106	1.66476	0.0479807	0.0684746	48.0881	29.244	16.6972
H_occidentalis	H_giganteus	H_niveus	0.15033	1.57772	0.0573149	0.0333645	154.802	73.6005	54.3636
H_niveus	H_petiolaris	H_giganteus	0.0619697	0.844451	0.199209	0.0195718	194.517	75.1882	66.4132
H_niveus	H_giganteus	H_porteri	0.0378297	0.342774	0.365884	0.00856709	156.614	64.1603	59.4829
H_niveus	H_praecox	H_giganteus	0.125357	1.54097	0.0616619	0.0398288	186.714	85.347	66.3328
H_radula	H_giganteus	H_niveus	0.247355	3.636	0.000138451	0.0656189	102.967	110.714	66.8038
H_salicifolius	H_giganteus	H_niveus	0.047091	0.460252	0.322668	0.0108098	180.902	68.4138	62.2602
H_silphioides	H_giganteus	H_niveus	0.110438	1.08301	0.139403	0.028801	131.699	87.6067	70.1809
H_giganteus	H_verticillatus	H_niveus	0.0257662	0.232505	0.408073	0.00445303	229.271	50.711	48.1634
H_giganteus	H_nuttalli	H_occidentalis	0.0410577	0.248462	0.401888	0.0139393	38.5087	18.9667	17.4706
H_nuttalli	H_giganteus	H_petiolaris	0.131465	0.829486	0.203415	0.0453032	54.5794	23.0448	17.6897
H_nuttalli	H_giganteus	H_porteri	0.490028	2.74201	0.00305323	0.132313	54.8929	33.7976	11.5675
H_nuttalli	H_giganteus	H_praecox	0.209879	1.35936	0.0870167	0.0602907	61.1685	20.9598	13.688
H_giganteus	H_nuttalli	H_radula	0.278821	1.64545	0.0499389	0.0682092	46.2437	18.7738	10.5873
H_giganteus	H_nuttalli	H_salicifolius	0.305205	2.25719	0.0119981	0.125408	21.0476	25.4722	13.5595
H_nuttalli	H_giganteus	H_silphioides	0.0897814	0.574723	0.282739	0.0249426	50.6058	19.2669	16.0923
H_nuttalli	H_verticillatus	H_giganteus	0.390269	2.46202	0.00690778	0.171089	25.3619	25.1032	11.0095
H_giganteus	H_occidentalis	H_petiolaris	0.0228424	0.23624	0.406623	0.00754846	146.706	77.9087	74.429
H_giganteus	H_occidentalis	H_porteri	0.160026	1.45159	0.073308	0.0255238	178.015	44.2518	32.0427
H_occidentalis	H_giganteus	H_praecox	0.0397035	0.427412	0.33454	0.0152138	150.2	79.1161	73.0736
H_radula	H_giganteus	H_occidentalis	0.278175	3.33731	0.000422964	0.139438	67.7155	135.543	76.5452
H_salicifolius	H_giganteus	H_occidentalis	0.0711344	0.594197	0.27619	0.0303572	103.957	79.1734	68.6575
H_silphioides	H_giganteus	H_occidentalis	0.00925889	0.106123	0.457742	0.00486396	77.8827	90.3395	88.6819
H_giganteus	H_verticillatus	H_occidentalis	0.184177	1.76861	0.0384793	0.0717097	146.432	77.6087	53.4675
H_giganteus	H_petiolaris	H_porteri	0.113305	1.08057	0.139945	0.0309504	165.292	79.3387	63.1895
H_petiolaris	H_praecox	H_giganteus	0.056233	0.753188	0.225668	0.0165126	277.54	70.4707	62.9671
H_radula	H_giganteus	H_petiolaris	0.247832	3.61807	0.000148402	0.0943778	94.3267	126.299	76.1303
H_giganteus	H_salicifolius	H_petiolaris	0.00826684	0.0912349	0.463653	0.00282282	158.837	70.9286	69.7655
H_silphioides	H_giganteus	H_petiolaris	0.0632119	0.712743	0.238002	0.0218517	129.087	86.5585	76.2661
H_giganteus	H_verticillatus	H_petiolaris	0.168468	1.80407	0.0356101	0.0454292	218.085	67.1731	47.8032
H_giganteus	H_praecox	H_porteri	0.153321	1.49123	0.0679509	0.0394177	165.592	81.7912	60.0447
H_giganteus	H_radula	H_porteri	0.175399	1.75494	0.0396351	0.0477875	125.068	83.7819	58.7772
H_giganteus	H_salicifolius	H_porteri	0.0919593	0.845837	0.198822	0.0150803	233.556	44.6185	37.1034
H_giganteus	H_silphioides	H_porteri	0.267805	2.43134	0.00752145	0.0556735	170.266	65.7292	37.9606
H_verticillatus	H_giganteus	H_porteri	0.232483	1.77918	0.0376051	0.0366698	281.114	47.7546	29.7387
H_radula	H_giganteus	H_praecox	0.210612	2.89901	0.0018717	0.094023	95.1749	126.095	82.221
H_giganteus	H_salicifolius	H_praecox	0.112999	1.09483	0.136795	0.040099	170.214	78.3825	62.4666
H_giganteus	H_silphioides	H_praecox	0.0189798	0.218135	0.413662	0.007413	117.017	84.6857	81.5309
H_giganteus	H_verticillatus	H_praecox	0.144571	1.40605	0.0798543	0.0448953	227.353	68.154	50.9369
H_salicifolius	H_giganteus	H_radula	0.012862	0.122089	0.451414	0.00338949	175.708	58.1083	56.6325
H_radula	H_silphioides	H_giganteus	0.519233	5.71262	5.56254e-09	0.187475	161.779	97.8006	30.9494
H_giganteus	H_verticillatus	H_radula	0.0359369	0.317534	0.375419	0.00758828	231.369	44.0864	41.0276
H_salicifolius	H_giganteus	H_silphioides	0.0290022	0.374231	0.354116	0.00989724	130.396	66.5394	62.7886
H_giganteus	H_verticillatus	H_salicifolius	0.25393	2.56744	0.00512263	0.102882	110.639	87.6413	52.1452
H_giganteus	H_verticillatus	H_silphioides	0.089724	0.844433	0.199214	0.0235123	180.019	55.6683	46.5013
H_heterophyllus	H_grosseserratus	H_gracilentus	0.325992	3.52482	0.000211883	0.124456	103.811	127.2	64.6565
H_laciniatus	H_grosseserratus	H_gracilentus	0.110718	0.926722	0.177035	0.0354738	92.4155	66.4917	53.2357
H_longifolius	H_grosseserratus	H_gracilentus	0.294733	2.81392	0.00244706	0.121363	90.6679	109.41	59.5976
H_grosseserratus	H_maximiliani	H_gracilentus	0.211246	2.14196	0.0160984	0.0527937	221.629	67.4379	43.9151
H_microcephalus	H_grosseserratus	H_gracilentus	0.109906	1.1505	0.124969	0.0284614	179.931	64.5071	51.7317
H_mollis	H_grosseserratus	H_gracilentus	0.0454891	0.42173	0.336611	0.0160441	120.144	75.3889	68.8286
H_gracilentus	H_grosseserratus	H_niveus	0.0406289	0.402805	0.343546	0.0104784	116.778	83.5524	77.0282
H_nuttalli	H_grosseserratus	H_gracilentus	0.0685484	0.332459	0.369771	0.0145312	72.9214	12.619	11
H_occidentalis	H_grosseserratus	H_gracilentus	0.325767	2.99231	0.00138438	0.102406	132.932	86.9143	44.2012
H_gracilentus	H_grosseserratus	H_petiolaris	0.235565	2.90608	0.00182997	0.0769063	109.332	98.7444	61.0925
H_gracilentus	H_grosseserratus	H_porteri	0.269171	2.25561	0.0120475	0.0484687	176.867	56.5786	32.5798
H_gracilentus	H_grosseserratus	H_praecox	0.184699	2.06806	0.019317	0.0738895	111.377	100.781	69.3568
H_radula	H_grosseserratus	H_gracilentus	0.297236	3.12214	0.000897715	0.100235	94.519	99.6079	53.9615
H_grosseserratus	H_salicifolius	H_gracilentus	0.111252	1.08368	0.139254	0.032365	158.431	62.7798	50.2095
H_silphioides	H_grosseserratus	H_gracilentus	0.210034	2.10153	0.0177972	0.0761017	98.5187	93.0937	60.7758
H_grosseserratus	H_verticillatus	H_gracilentus	0.258752	2.24663	0.0123319	0.0481561	219.027	43.1917	25.4345
H_heterophyllus	H_laciniatus	H_gracilentus	0.229997	2.23627	0.0126672	0.0900682	75.6136	105.829	66.2509
H_heterophyllus	H_longifolius	H_gracilentus	0.105637	1.00796	0.156738	0.0335358	150.297	78.5179	63.514
H_heterophyllus	H_maximiliani	H_gracilentus	0.469311	6.6451	1.51507e-11	0.205404	103.871	178.52	64.4782
H_heterophyllus	H_microcephalus	H_gracilentus	0.339216	4.60218	2.0905e-06	0.134839	119.141	143.386	70.7482
H_heterophyllus	H_mollis	H_gracilentus	0.38266	4.18263	1.44076e-05	0.11534	132.931	100.891	45.0466
H_heterophyllus	H_gracilentus	H_niveus	0.245083	2.66079	0.00389784	0.0725913	96.7818	127.359	77.2203
H_heterophyllus	H_nuttalli	H_gracilentus	0.33364	2.39729	0.00825841	0.141597	24.125	39.1	19.5365
H_occidentalis	H_heterophyllus	H_gracilentus	0.0669206	0.691747	0.244548	0.0233169	119.592	83.8495	73.3309
H_heterophyllus	H_gracilentus	H_petiolaris	0.109496	1.14006	0.127132	0.0435597	95.7793	125.9	101.05
