P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
H_annuus	H_petiolaris	H_nuttalli	0.0221585	0.15127	0.439881	0.0048135	56.8111	18.3786	17.5817
H_nuttalli	H_annuus	H_porteri	0.0561025	0.321821	0.373794	0.0108661	30.1786	17.6667	15.7897
H_praecox	H_annuus	H_nuttalli	0.147409	1.06746	0.142881	0.0304785	52.3344	20.8959	15.5269
H_radula	H_nuttalli	H_annuus	0.230934	1.40651	0.0797863	0.0905472	25.4524	25.069	15.6627
H_salicifolius	H_nuttalli	H_annuus	0.0494015	0.224122	0.411331	0.0113848	45.3444	13.15	11.9119
H_nuttalli	H_silphioides	H_annuus	0.0425392	0.25068	0.401031	0.0165936	24.0138	23.4185	21.5074
H_nuttalli	H_verticillatus	H_annuus	0.168026	0.82527	0.204609	0.0261674	62.823	11.1389	7.93413
H_annuus	H_petiolaris	H_occidentalis	0.277888	3.22848	0.000622252	0.0691769	199.482	80.0196	45.2177
H_annuus	H_occidentalis	H_porteri	0.00208906	0.0202476	0.491923	0.000555017	114.594	61.5786	61.3218
H_annuus	H_praecox	H_occidentalis	0.22287	2.43952	0.00735338	0.0658901	189.945	90.8179	57.7145
H_radula	H_occidentalis	H_annuus	0.0176094	0.170723	0.432221	0.00605335	116.046	83.1389	80.2615
H_occidentalis	H_salicifolius	H_annuus	0.103964	0.947156	0.17178	0.0314902	151.886	69.2873	56.2373
H_occidentalis	H_silphioides	H_annuus	0.11135	1.13025	0.129185	0.0342562	151.406	76.6516	61.2917
H_occidentalis	H_verticillatus	H_annuus	0.31427	3.06311	0.00109524	0.0778129	154.012	67.5107	35.2242
H_annuus	H_petiolaris	H_porteri	0.264592	2.93352	0.00167572	0.0411604	243.656	54.9129	31.9339
H_praecox	H_petiolaris	H_annuus	0.15112	2.58577	0.00485805	0.065301	205.14	104.734	77.2349
H_annuus	H_petiolaris	H_radula	0.137293	1.45732	0.0725138	0.0336736	228.074	69.897	53.0212
H_annuus	H_petiolaris	H_salicifolius	0.195079	1.83277	0.0334187	0.0560101	171.888	87.7081	59.074
H_annuus	H_petiolaris	H_silphioides	0.259169	2.69999	0.00346707	0.0675815	197.524	88.2847	51.9422
H_annuus	H_petiolaris	H_verticillatus	0.282666	3.53797	0.000201606	0.0877269	158.917	92.4609	51.7089
H_annuus	H_praecox	H_porteri	0.261119	3.10221	0.000960402	0.048275	233.36	65.6195	38.4461
H_annuus	H_radula	H_porteri	0.142525	1.37883	0.083974	0.0379165	105.16	80.9917	60.7849
H_annuus	H_salicifolius	H_porteri	0.0248079	0.238498	0.405748	0.00539351	151.029	54.7437	52.0933
H_annuus	H_silphioides	H_porteri	0.130593	1.22446	0.110389	0.0322477	119.66	64.8755	49.8882
H_annuus	H_verticillatus	H_porteri	0.0472296	0.41521	0.338994	0.00936259	147.324	51.6758	47.0147
H_annuus	H_praecox	H_radula	0.195623	2.46869	0.00678045	0.0526738	219.883	84.2896	56.7074
H_annuus	H_praecox	H_salicifolius	0.197215	2.01632	0.021883	0.058738	159.635	93.26	62.5349
H_annuus	H_praecox	H_silphioides	0.236161	2.97557	0.00146224	0.0656097	180.684	93.053	57.4986
H_annuus	H_praecox	H_verticillatus	0.220142	2.55774	0.00526779	0.0726227	150.605	98.4815	62.9448
H_radula	H_salicifolius	H_annuus	0.323376	3.17167	0.00075783	0.125404	102.2	123.327	63.0552
H_radula	H_silphioides	H_annuus	0.252478	2.28615	0.0111229	0.0611286	194.131	73.794	44.0429
H_radula	H_verticillatus	H_annuus	0.374348	4.56435	2.50526e-06	0.13039	109.787	116.214	52.9046
H_silphioides	H_salicifolius	H_annuus	0.176443	1.70362	0.0442263	0.0663135	127.678	91.8126	64.2725
H_salicifolius	H_verticillatus	H_annuus	0.0795697	0.709719	0.238939	0.0218256	210.971	59.2425	50.5095
H_silphioides	H_verticillatus	H_annuus	0.251762	2.69519	0.00351739	0.088783	123.297	93.453	55.8614
H_atrorubens	H_arizonensis	H_argophyllus	0.116786	1.01687	0.154607	0.0281128	106.424	73.1675	57.8647
H_carnosus	H_arizonensis	H_argophyllus	0.140482	1.16266	0.122483	0.0328707	79.5369	65.1643	49.1107
H_arizonensis	H_cusickii	H_argophyllus	0.153507	1.33244	0.091358	0.0336591	120.52	73.3526	53.8293
H_argophyllus	H_debilis	H_arizonensis	0.225882	2.0752	0.0189841	0.053451	129.924	75.2839	47.5402
H_arizonensis	H_divaricatus	H_argophyllus	0.229219	2.47924	0.00658318	0.0480115	120.049	66.1393	41.4726
H_argophyllus	H_exilis	H_arizonensis	0.286835	2.46693	0.00681382	0.0671329	152.114	68.2321	37.8143
H_floridanus	H_arizonensis	H_argophyllus	0.106548	0.966466	0.166906	0.0219995	128.194	66.1167	53.3841
H_giganteus	H_arizonensis	H_argophyllus	0.057052	0.604275	0.27283	0.01193	120.464	61.903	55.2208
H_gracilentus	H_arizonensis	H_argophyllus	0.0182765	0.169495	0.432704	0.00438871	90.1012	62.381	60.1417
H_grosseserratus	H_arizonensis	H_argophyllus	0.0267121	0.27071	0.393307	0.00594171	129.324	61.0405	57.8643
H_heterophyllus	H_arizonensis	H_argophyllus	0.160667	1.67744	0.046728	0.0376531	93.2466	79.8415	57.7371
H_arizonensis	H_laciniatus	H_argophyllus	0.215482	1.68748	0.0457553	0.0256651	226.274	34.506	22.2714
H_longifolius	H_arizonensis	H_argophyllus	0.144199	1.27834	0.100564	0.036337	92.8911	74.4458	55.6815
H_arizonensis	H_maximiliani	H_argophyllus	0.197225	2.2239	0.0130777	0.0455896	128.095	80.1774	53.7613
H_arizonensis	H_microcephalus	H_argophyllus	0.0749563	0.804317	0.210607	0.0176587	131.108	73.8653	63.5641
H_arizonensis	H_mollis	H_argophyllus	0.0262265	0.253686	0.399869	0.00575773	122.549	60.6815	57.58
H_niveus	H_argophyllus	H_arizonensis	0.044162	0.493038	0.310993	0.0112777	116.231	70.7956	64.8071
H_arizonensis	H_nuttalli	H_argophyllus	0.125479	0.651024	0.257516	0.034222	26.044	19.5726	15.2083
H_occidentalis	H_arizonensis	H_argophyllus	0.0587129	0.4917	0.311466	0.0136885	106.458	63.6917	56.6274
H_argophyllus	H_petiolaris	H_arizonensis	0.261488	3.02718	0.00123422	0.0681366	137.382	83.1661	48.6879
H_argophyllus	H_arizonensis	H_porteri	0.0545789	0.5185	0.302055	0.0123137	100.624	58.3804	52.3375
H_argophyllus	H_praecox	H_arizonensis	0.238785	2.60535	0.00458905	0.0599005	132.626	82.0601	50.4247
H_radula	H_arizonensis	H_argophyllus	0.221415	1.89199	0.0292459	0.0541775	92.0488	87.2063	55.5893
H_arizonensis	H_salicifolius	H_argophyllus	0.150378	1.29899	0.0969736	0.0300044	123.898	58.1167	42.9226
H_silphioides	H_arizonensis	H_argophyllus	0.109169	0.900971	0.183802	0.0258298	101.167	67.5768	54.2744
H_arizonensis	H_verticillatus	H_argophyllus	0.133987	1.24859	0.105908	0.0306606	119.839	65.5631	50.0698
H_carnosus	H_atrorubens	H_argophyllus	0.107767	0.785264	0.216149	0.016521	150.513	41.0905	33.0956
H_atrorubens	H_cusickii	H_argophyllus	0.224204	2.10506	0.017643	0.0533555	109.811	93.5641	59.293
H_argophyllus	H_debilis	H_atrorubens	0.168336	1.80525	0.0355179	0.0516645	155.721	74.0588	52.7178
H_atrorubens	H_divaricatus	H_argophyllus	0.246553	2.46526	0.00684573	0.0554356	119.467	80.1556	48.448
H_argophyllus	H_exilis	H_atrorubens	0.0876327	0.720915	0.235481	0.021121	170.004	47.9976	40.2631
H_atrorubens	H_floridanus	H_argophyllus	0.0795842	0.845066	0.199037	0.0155203	182.404	65.6464	55.9679
H_atrorubens	H_giganteus	H_argophyllus	0.0576752	0.523795	0.300211	0.0121752	120.339	67.6085	60.2351
H_atrorubens	H_gracilentus	H_argophyllus	0.110279	1.06382	0.143705	0.0293772	94.4683	83.7937	67.148
H_atrorubens	H_grosseserratus	H_argophyllus	0.0976608	0.88771	0.187348	0.0207357	112.718	68.8131	56.5683
H_heterophyllus	H_atrorubens	H_argophyllus	0.0405152	0.431255	0.333142	0.00760977	184.781	60.8478	56.1092
H_atrorubens	H_laciniatus	H_argophyllus	0.20649	1.86849	0.0308471	0.0514811	92.5429	76.6667	50.4238
H_longifolius	H_atrorubens	H_argophyllus	0.0212632	0.177893	0.429404	0.00358572	186.895	45.7901	43.8833
H_atrorubens	H_maximiliani	H_argophyllus	0.281301	3.50868	0.00022517	0.0709118	119.061	102.845	57.6871
H_atrorubens	H_microcephalus	H_argophyllus	0.226896	2.17313	0.0148852	0.0524958	129.228	90.0575	56.748
H_atrorubens	H_mollis	H_argophyllus	0.168157	1.40161	0.0805159	0.0334906	162.67	69.0948	49.2024
H_niveus	H_argophyllus	H_atrorubens	0.00196381	0.0225997	0.490985	0.000638087	131.82	68.3321	68.0643
H_atrorubens	H_nuttalli	H_argophyllus	0.253873	1.53487	0.062408	0.0712113	27.2345	26.0179	15.4821
H_atrorubens	H_occidentalis	H_argophyllus	0.0117212	0.0968936	0.461405	0.00251234	127.354	60.0782	58.6861
H_argophyllus	H_petiolaris	H_atrorubens	0.0833502	0.969439	0.166163	0.0243536	167.902	67.688	57.2725
H_argophyllus	H_atrorubens	H_porteri	0.0101451	0.112523	0.455204	0.00252737	105.045	62.2506	61.0002
H_argophyllus	H_praecox	H_atrorubens	0.103623	1.21375	0.112422	0.0309843	172.654	71.2846	57.8983
H_radula	H_atrorubens	H_argophyllus	0.171579	1.41255	0.078894	0.0279381	192.038	58.6862	41.497
H_atrorubens	H_salicifolius	H_argophyllus	0.232235	1.99981	0.0227605	0.0550379	101.656	78.6401	48.998
H_atrorubens	H_silphioides	H_argophyllus	0.0978014	0.746928	0.227553	0.0129859	239.664	41.4026	34.0256
H_atrorubens	H_verticillatus	H_argophyllus	0.258409	2.72892	0.00317709	0.0581095	104.996	80.1774	47.2492
H_carnosus	H_cusickii	H_argophyllus	0.249193	2.39096	0.0084023	0.0601988	81.4157	81.4264	48.94
H_argophyllus	H_debilis	H_carnosus	0.207964	1.73544	0.0413314	0.0424514	132.037	54.673	35.8479
H_carnosus	H_divaricatus	H_argophyllus	0.318642	2.77668	0.00274583	0.0735677	84.6179	74.5857	38.5393
H_argophyllus	H_exilis	H_carnosus	0.183104	1.22539	0.110214	0.0301794	153.106	37.9952	26.2345
H_carnosus	H_floridanus	H_argophyllus	0.135212	1.07953	0.140176	0.0265058	139.975	58.952	44.9087
H_carnosus	H_giganteus	H_argophyllus	0.0145062	0.130292	0.448168	0.00342591	85.7597	62.4704	60.6839
H_carnosus	H_gracilentus	H_argophyllus	0.142762	1.29619	0.0974556	0.0385006	70.7667	75.5107	56.644
H_carnosus	H_grosseserratus	H_argophyllus	0.0893294	0.772918	0.219785	0.020367	79.2643	60.225	50.3476
H_heterophyllus	H_carnosus	H_argophyllus	0.000348355	0.0027979	0.498884	6.16105e-05	140.994	46.721	46.6885
H_carnosus	H_laciniatus	H_argophyllus	0.259117	1.86523	0.0310744	0.0581547	63.1857	60.9548	35.8667
H_longifolius	H_carnosus	H_argophyllus	0.015002	0.105712	0.457906	0.00225546	157.539	34.594	33.5714
H_carnosus	H_maximiliani	H_argophyllus	0.335073	3.25064	0.000575719	0.0845749	76.4565	90.8256	45.2353
H_carnosus	H_microcephalus	H_argophyllus	0.182979	1.55167	0.0603702	0.0420467	84.378	73.3804	50.68
H_carnosus	H_mollis	H_argophyllus	0.22095	1.92913	0.0268574	0.0464689	104.914	64.4042	41.0942
H_argophyllus	H_niveus	H_carnosus	0.0492733	0.412399	0.340024	0.0106037	112.116	48.8052	44.2214
H_nuttalli	H_carnosus	H_argophyllus	0.145301	0.70276	0.241103	0.0439541	19.8714	22.9524	17.1286
H_carnosus	H_occidentalis	H_argophyllus	0.0106856	0.0869147	0.46537	0.00221351	82.5833	50.5012	49.4333
H_argophyllus	H_petiolaris	H_carnosus	0.076578	0.644911	0.259493	0.0161322	146.116	49.2385	42.2337
H_argophyllus	H_carnosus	H_porteri	0.191202	1.62756	0.0518094	0.0463008	75.5601	65.7827	44.6649
H_argophyllus	H_praecox	H_carnosus	0.135445	1.15639	0.123762	0.027668	145.649	50.9552	38.7985
H_radula	H_carnosus	H_argophyllus	0.156924	1.09593	0.136556	0.0152279	176.99	29.1623	21.2512
H_carnosus	H_salicifolius	H_argophyllus	0.292734	2.31202	0.0103884	0.0719142	77.3238	73.0702	39.9774
H_carnosus	H_silphioides	H_argophyllus	0.0782714	0.534838	0.296381	0.0102482	146.833	34.4319	29.4331
H_carnosus	H_verticillatus	H_argophyllus	0.303292	2.73362	0.00313214	0.0677831	63.5	68.144	36.4282
H_argophyllus	H_debilis	H_cusickii	0.243574	3.00589	0.00132401	0.0835987	151.882	99.0576	60.2536
H_cusickii	H_divaricatus	H_argophyllus	0.0858704	0.844739	0.199128	0.0186451	123.955	71.1864	59.9276
H_argophyllus	H_exilis	H_cusickii	0.245717	2.09162	0.0182364	0.0718308	159.861	69.4371	42.0443
H_floridanus	H_cusickii	H_argophyllus	0.101727	1.14271	0.12658	0.022818	128.535	85.0041	69.3066
H_giganteus	H_cusickii	H_argophyllus	0.241435	2.2967	0.010818	0.0495921	161.115	86.4338	52.8144
H_gracilentus	H_cusickii	H_argophyllus	0.0525006	0.501145	0.308135	0.0123464	120.73	78.5571	70.72
H_grosseserratus	H_cusickii	H_argophyllus	0.10091	0.9431	0.172815	0.0191201	155.444	67.736	55.3186
H_heterophyllus	H_cusickii	H_argophyllus	0.233543	2.69581	0.0035109	0.0593327	105.627	112.484	69.8913
H_cusickii	H_laciniatus	H_argophyllus	0.0144058	0.130963	0.447902	0.00323524	111.331	61.715	59.9621
H_longifolius	H_cusickii	H_argophyllus	0.160571	1.90317	0.028509	0.0462521	94.5621	97.074	70.2126
H_cusickii	H_maximiliani	H_argophyllus	0.148651	1.65164	0.0493038	0.0326325	162.672	86.8916	64.4016
H_cusickii	H_microcephalus	H_argophyllus	0.0165663	0.188608	0.4252	0.00383975	134.8	80.5419	77.9169
H_mollis	H_cusickii	H_argophyllus	0.0296764	0.292035	0.38513	0.00668701	117.524	74.2733	69.992
H_argophyllus	H_niveus	H_cusickii	0.106951	1.10183	0.135267	0.0393937	115.433	91.6923	73.974
H_cusickii	H_nuttalli	H_argophyllus	0.000203791	0.00106455	0.499575	4.49978e-05	33.4571	17.5286	17.5214
H_occidentalis	H_cusickii	H_argophyllus	0.300725	2.95073	0.00158511	0.0679814	123.474	94.2725	50.6813
H_argophyllus	H_petiolaris	H_cusickii	0.167729	1.89622	0.0289656	0.0587031	172.787	93.835	66.8786
H_cusickii	H_argophyllus	H_porteri	0.0531835	0.492021	0.311352	0.012219	134.625	64.6704	58.1389
H_argophyllus	H_praecox	H_cusickii	0.205743	2.50618	0.00610215	0.0730188	167.612	97.3895	64.1533
H_radula	H_cusickii	H_argophyllus	0.201723	2.02554	0.0214058	0.0525554	98.2415	105.962	70.388
H_cusickii	H_salicifolius	H_argophyllus	0.0223606	0.211732	0.416158	0.00466252	152.973	62.0888	59.3729
H_silphioides	H_cusickii	H_argophyllus	0.164664	1.64027	0.0504749	0.0432525	110.683	95.4584	68.466
H_verticillatus	H_cusickii	H_argophyllus	0.00702843	0.0681779	0.472822	0.00138862	144.56	58.8696	58.0479
H_argophyllus	H_debilis	H_divaricatus	0.189223	1.84543	0.0324874	0.0529695	126.651	77.2582	52.6724
H_argophyllus	H_exilis	H_debilis	0.00573524	0.0600217	0.476069	0.00208111	116.705	73.1714	72.3368
H_argophyllus	H_debilis	H_floridanus	0.243928	2.43334	0.00748011	0.0642398	157.33	83.4682	50.7328
H_argophyllus	H_debilis	H_giganteus	0.291605	3.33636	0.000424419	0.0793432	159.487	80.827	44.3305
H_argophyllus	H_debilis	H_gracilentus	0.0490123	0.448223	0.326996	0.0136809	157.714	66.5206	60.3046
H_argophyllus	H_debilis	H_grosseserratus	0.306089	3.46176	0.000268331	0.0798956	143.631	83.5831	44.4068
H_argophyllus	H_debilis	H_heterophyllus	0.170545	1.93601	0.026433	0.047086	165.616	72.5502	51.4095
H_argophyllus	H_debilis	H_laciniatus	0.277454	2.39428	0.00832649	0.0569186	110.211	67.7599	38.326
H_argophyllus	H_debilis	H_longifolius	0.170055	1.46062	0.0720596	0.0441831	143.744	69.4615	49.2705
H_argophyllus	H_debilis	H_maximiliani	0.131425	1.46327	0.0716966	0.045429	133.231	84.4341	64.8186
H_argophyllus	H_debilis	H_microcephalus	0.0865478	0.962849	0.167812	0.0334385	154.753	73.8931	62.1213
H_argophyllus	H_debilis	H_mollis	0.109437	1.12572	0.130141	0.0338456	137.449	74.4765	59.7836
H_niveus	H_debilis	H_argophyllus	0.188006	2.40524	0.00808084	0.0553019	123.491	106.354	72.6921
H_argophyllus	H_debilis	H_nuttalli	0.0277342	0.166323	0.433951	0.00618441	46.5824	16.7681	15.8631
H_argophyllus	H_debilis	H_occidentalis	0.316843	3.15065	0.000814536	0.0860175	151.647	82.4896	42.7942
H_debilis	H_petiolaris	H_argophyllus	0.061303	0.745963	0.227845	0.018817	159.994	92.4005	81.726
H_argophyllus	H_debilis	H_porteri	0.182994	1.72935	0.0418732	0.0326153	185.294	56.8664	39.2734
H_debilis	H_praecox	H_argophyllus	0.0208643	0.263134	0.396224	0.00559057	228.648	79.5945	76.341
H_argophyllus	H_debilis	H_radula	0.303457	2.56373	0.00517764	0.070387	160.079	69.7026	37.2478
H_argophyllus	H_debilis	H_salicifolius	0.176951	1.57471	0.0576611	0.0522619	126.689	80.9522	56.6104
H_argophyllus	H_debilis	H_silphioides	0.282946	2.71025	0.00336165	0.068261	143.701	72.9054	40.7478
H_argophyllus	H_debilis	H_verticillatus	0.309947	3.22157	0.000637441	0.0896517	120.382	84.449	44.486
H_argophyllus	H_exilis	H_divaricatus	0.124824	1.10293	0.135028	0.0349495	134.998	60.2738	46.8964
H_floridanus	H_divaricatus	H_argophyllus	0.263823	2.32492	0.0100381	0.049853	151.59	70.6512	41.1544
H_giganteus	H_divaricatus	H_argophyllus	0.238648	2.33925	0.00966122	0.0428574	161.47	64.8609	39.8677
H_gracilentus	H_divaricatus	H_argophyllus	0.118903	1.19408	0.116224	0.031299	100.929	78.525	61.8357
H_grosseserratus	H_divaricatus	H_argophyllus	0.287836	3.24094	0.000595683	0.0408188	166.873	52.6464	29.1131
H_heterophyllus	H_divaricatus	H_argophyllus	0.316332	3.84767	5.96229e-05	0.0747677	123.487	96.5924	50.1676
H_laciniatus	H_divaricatus	H_argophyllus	0.128401	1.12548	0.130193	0.0261987	107.531	56.3119	43.4964
H_longifolius	H_divaricatus	H_argophyllus	0.248422	2.32598	0.0100097	0.0627788	107.058	82.9012	49.9083
H_divaricatus	H_maximiliani	H_argophyllus	0.028142	0.358938	0.359821	0.00560783	170.414	59.6034	56.3405
H_microcephalus	H_divaricatus	H_argophyllus	0.0960765	1.03584	0.150138	0.0162464	198.74	54.1988	44.6972
H_mollis	H_divaricatus	H_argophyllus	0.198379	1.83589	0.0331872	0.0342424	145.686	59.1847	39.5899
H_niveus	H_argophyllus	H_divaricatus	0.00107439	0.0136164	0.494568	0.000346755	107.599	73.025	72.8683
H_nuttalli	H_divaricatus	H_argophyllus	0.187381	1.11324	0.132804	0.0394413	42.8512	17.7655	12.1583
H_occidentalis	H_divaricatus	H_argophyllus	0.353928	3.31365	0.000460431	0.068319	140.526	68.8214	32.8405
H_argophyllus	H_petiolaris	H_divaricatus	0.167513	2.07602	0.018946	0.0487231	137.177	79.1127	56.4107
H_divaricatus	H_argophyllus	H_porteri	0.0066753	0.0626246	0.475033	0.00144597	119.43	49.9994	49.3363
H_argophyllus	H_praecox	H_divaricatus	0.129875	1.5945	0.0554119	0.0391139	138.842	79.6192	61.3154
H_radula	H_divaricatus	H_argophyllus	0.332455	3.08953	0.00100236	0.0771642	101.925	90.7325	45.456
H_divaricatus	H_salicifolius	H_argophyllus	0.00605305	0.0563076	0.477548	0.00118888	145.898	48.9714	48.3821
H_silphioides	H_divaricatus	H_argophyllus	0.21239	1.97316	0.0242385	0.0519257	120.447	81.6018	53.0113
H_verticillatus	H_divaricatus	H_argophyllus	0.104735	0.86711	0.192941	0.0181992	171.731	50.402	40.8452
H_argophyllus	H_exilis	H_floridanus	0.245852	2.0057	0.0224443	0.0565372	161.378	63.5155	38.4476
H_argophyllus	H_exilis	H_giganteus	0.279047	2.61354	0.00448045	0.0784634	166.15	69.8649	39.3804
H_argophyllus	H_exilis	H_gracilentus	0.202319	1.61454	0.0532049	0.05286	143.843	62.9464	41.7619
H_argophyllus	H_exilis	H_grosseserratus	0.407369	3.92462	4.34334e-05	0.116062	140.612	80.0952	33.7274
H_argophyllus	H_exilis	H_heterophyllus	0.213182	1.89577	0.0289952	0.05728	197.361	61.7252	40.0324
H_argophyllus	H_exilis	H_laciniatus	0.28672	2.65818	0.00392814	0.0544459	122.398	55.0333	30.5071
H_argophyllus	H_exilis	H_longifolius	0.035623	0.27277	0.392515	0.00860328	159.939	47.9857	44.6845
H_argophyllus	H_exilis	H_maximiliani	0.198441	1.77559	0.0379	0.0642675	145.215	74.1861	49.6183
H_argophyllus	H_exilis	H_microcephalus	0.220709	2.04651	0.0203529	0.0825159	166.28	68.8625	43.9613
H_argophyllus	H_exilis	H_mollis	0.122616	1.04222	0.148655	0.0308557	149.247	54.3446	42.4732
H_argophyllus	H_exilis	H_niveus	0.30582	2.69388	0.00353129	0.0870005	131.066	90.7024	48.2179
H_argophyllus	H_exilis	H_nuttalli	0.236117	1.19068	0.116889	0.0696801	35.8214	23.2405	14.3619
H_argophyllus	H_exilis	H_occidentalis	0.270145	2.11403	0.0172562	0.0606919	169.842	57.3917	32.9786
H_argophyllus	H_exilis	H_petiolaris	0.116948	1.17839	0.119321	0.0549398	113.339	90.6587	71.6742
H_argophyllus	H_exilis	H_porteri	0.154543	1.18223	0.118556	0.0227224	187.989	39.3946	28.8482
H_argophyllus	H_exilis	H_praecox	0.0769235	0.815356	0.207434	0.0388792	120.344	80.8579	69.3067
H_argophyllus	H_exilis	H_radula	0.190695	1.40594	0.0798707	0.034305	182.732	44.1798	30.0286
H_argophyllus	H_exilis	H_salicifolius	0.203175	1.74159	0.0407899	0.0523912	125.5	61.5417	40.7571
H_argophyllus	H_exilis	H_silphioides	0.171591	1.30214	0.096434	0.0391587	168.385	55.0085	38.8954
H_argophyllus	H_exilis	H_verticillatus	0.312454	2.75937	0.00289567	0.0900272	127.604	70.8155	37.0976
H_giganteus	H_floridanus	H_argophyllus	0.116145	1.18124	0.118753	0.0255824	141.136	81.549	64.5772
H_gracilentus	H_floridanus	H_argophyllus	0.0312479	0.287096	0.387019	0.00763389	109.731	76.6056	71.9631
H_floridanus	H_grosseserratus	H_argophyllus	0.0448334	0.439783	0.330047	0.00824172	142.625	59.8619	54.7246
H_heterophyllus	H_floridanus	H_argophyllus	0.212781	2.00894	0.0222717	0.04205	199.478	83.6281	54.2832
H_floridanus	H_laciniatus	H_argophyllus	0.148616	1.31079	0.0949636	0.029639	112.41	62.9909	46.6905
H_longifolius	H_floridanus	H_argophyllus	0.142199	1.44122	0.0747617	0.0261934	163.875	60.4373	45.3889
H_floridanus	H_maximiliani	H_argophyllus	0.256934	3.36478	0.000383029	0.0545981	148.64	89.2697	52.7738
H_floridanus	H_microcephalus	H_argophyllus	0.104118	1.09736	0.136241	0.0209103	159.772	74.1892	60.1971
H_floridanus	H_mollis	H_argophyllus	0.0913826	0.792349	0.214079	0.015513	194.924	58.3264	48.5589
H_argophyllus	H_niveus	H_floridanus	0.0277128	0.304262	0.380464	0.00831296	138.703	76.928	72.7792
H_nuttalli	H_floridanus	H_argophyllus	0.175525	0.924218	0.177686	0.0443671	32.0976	22.9286	16.0813
H_occidentalis	H_floridanus	H_argophyllus	0.239337	2.15895	0.0154272	0.0484916	179.557	77.7306	47.7083
H_argophyllus	H_petiolaris	H_floridanus	0.173593	2.02343	0.0215142	0.0492649	174.318	85.3485	60.0997
H_argophyllus	H_floridanus	H_porteri	0.124356	1.05358	0.146037	0.0287259	114.3	68.9228	53.6768
H_argophyllus	H_praecox	H_floridanus	0.23625	2.55881	0.00525155	0.0626554	168.941	86.8417	53.6504
H_radula	H_floridanus	H_argophyllus	0.222201	1.89967	0.0287383	0.0421134	159.335	76.3218	48.5706
H_floridanus	H_salicifolius	H_argophyllus	0.122569	1.07346	0.141533	0.0264468	138.754	68.4631	53.5127
H_silphioides	H_floridanus	H_argophyllus	0.105073	0.854527	0.196407	0.0195763	181.418	62.0681	50.2649
H_floridanus	H_verticillatus	H_argophyllus	0.202059	2.29073	0.0109896	0.0376456	137.707	68.2146	45.2816
H_giganteus	H_gracilentus	H_argophyllus	0.112664	1.08042	0.139978	0.0281089	110.03	85.4546	68.149
H_giganteus	H_grosseserratus	H_argophyllus	0.17268	1.62516	0.0520639	0.0262418	252.83	56.599	39.9304
H_heterophyllus	H_giganteus	H_argophyllus	0.0159792	0.153867	0.438857	0.00379083	141.658	80.4746	77.9432
H_giganteus	H_laciniatus	H_argophyllus	0.110915	1.04289	0.148499	0.0244422	97.7956	65.5905	52.4933
H_longifolius	H_giganteus	H_argophyllus	0.0326879	0.318913	0.374896	0.00863653	99.1665	75.9784	71.1685
H_giganteus	H_maximiliani	H_argophyllus	0.461339	5.23339	8.32143e-08	0.0794829	218.586	85.9272	31.6735
H_giganteus	H_microcephalus	H_argophyllus	0.225469	2.3943	0.008326	0.0396833	205.399	72.2052	45.6357
H_giganteus	H_mollis	H_argophyllus	0.159702	1.66214	0.0482427	0.0342578	137.493	76.9649	55.7673
H_argophyllus	H_niveus	H_giganteus	0.157622	1.60466	0.0542842	0.0466162	129.703	78.2735	56.958
H_giganteus	H_nuttalli	H_argophyllus	0.225891	1.19993	0.115083	0.0414027	59.7881	17.8722	11.2857
H_occidentalis	H_giganteus	H_argophyllus	0.0485977	0.445246	0.328071	0.00920655	154.485	59.6752	54.1438
H_argophyllus	H_petiolaris	H_giganteus	0.229752	2.43503	0.0074452	0.06226	181.847	74.5454	46.6911
H_giganteus	H_argophyllus	H_porteri	0.0156205	0.143908	0.442786	0.00437426	113.381	72.3976	70.1706
H_argophyllus	H_praecox	H_giganteus	0.212371	2.66884	0.00380569	0.0571799	179.159	77.2652	50.1961
H_radula	H_giganteus	H_argophyllus	0.0662967	0.664453	0.2532	0.01564	106.236	82.0843	71.8772
H_giganteus	H_salicifolius	H_argophyllus	0.254803	2.19694	0.0140123	0.0470916	173.887	66.0562	39.2292
H_silphioides	H_giganteus	H_argophyllus	0.00477284	0.0425012	0.48305	0.00107849	121.894	66.4554	65.8241
H_giganteus	H_verticillatus	H_argophyllus	0.190208	1.66483	0.0479731	0.0254055	229.386	44.8546	30.5181
H_gracilentus	H_grosseserratus	H_argophyllus	0.0231448	0.229641	0.409185	0.00548227	103.081	69.1774	66.0476
H_heterophyllus	H_gracilentus	H_argophyllus	0.142236	1.37303	0.0848719	0.0393789	90.2219	101.037	75.8739
H_gracilentus	H_laciniatus	H_argophyllus	0.0538068	0.47904	0.315955	0.0142438	84.319	69.1071	62.05
H_longifolius	H_gracilentus	H_argophyllus	0.14136	1.48224	0.0691377	0.0411524	86.3274	87.7726	66.031
H_gracilentus	H_maximiliani	H_argophyllus	0.206564	2.2168	0.0133185	0.0479814	120.981	86.0909	56.6133
H_gracilentus	H_microcephalus	H_argophyllus	0.0626546	0.707246	0.239707	0.0173418	104.832	90.4224	79.7597
H_gracilentus	H_mollis	H_argophyllus	0.0868056	0.804493	0.210556	0.020384	89.6724	74.0046	62.1827
H_argophyllus	H_niveus	H_gracilentus	0.0387851	0.400749	0.344302	0.0122158	127.694	76.7091	70.981
