P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
H_atrorubens	H_mollis	H_exilis	0.251377	2.34616	0.00948411	0.0394249	145.779	66.8111	39.969
H_niveus	H_exilis	H_atrorubens	0.029072	0.255715	0.399085	0.00757125	148.412	51.881	48.9496
H_exilis	H_atrorubens	H_nuttalli	0.0532971	0.323473	0.373168	0.0246726	12.4643	31.3381	28.1667
H_atrorubens	H_occidentalis	H_exilis	0.138134	1.29421	0.0977962	0.0264047	102.236	64.0119	48.4738
H_exilis	H_petiolaris	H_atrorubens	0.0699193	0.693979	0.243848	0.017985	163.171	52.8472	45.9401
H_atrorubens	H_exilis	H_porteri	0.0139461	0.149335	0.440645	0.00352356	98.6655	54.1821	52.6917
H_exilis	H_praecox	H_atrorubens	0.0418083	0.454567	0.32471	0.0117139	155.861	57.9286	53.2792
H_radula	H_atrorubens	H_exilis	0.14185	1.22265	0.110731	0.0203754	164.83	53.8833	40.4956
H_atrorubens	H_exilis	H_salicifolius	0.0885926	0.868733	0.192496	0.0446518	41.5679	108.482	90.825
H_atrorubens	H_silphioides	H_exilis	0.307378	2.43097	0.00752926	0.0452579	214.807	62.7972	33.2687
H_atrorubens	H_exilis	H_verticillatus	0.137974	1.46286	0.0717522	0.0725347	39.9579	110.584	83.7683
H_atrorubens	H_floridanus	H_giganteus	0.170186	1.62761	0.0518043	0.0562514	139.161	80.2123	56.881
H_atrorubens	H_floridanus	H_gracilentus	0.0694652	0.718496	0.236226	0.0200339	169.456	69.2317	60.2381
H_grosseserratus	H_atrorubens	H_floridanus	0.165285	1.95997	0.0249998	0.0892304	62.8968	132.385	94.8294
H_heterophyllus	H_atrorubens	H_floridanus	0.0117386	0.137099	0.445476	0.00545353	90.0066	98.0009	95.7268
H_laciniatus	H_atrorubens	H_floridanus	0.195902	2.69121	0.00355964	0.114203	50.4262	121.512	81.702
H_floridanus	H_longifolius	H_atrorubens	0.087108	0.964517	0.167393	0.0621502	63.179	104.721	87.9385
H_maximiliani	H_atrorubens	H_floridanus	0.0863994	1.18232	0.118539	0.0498847	69.3802	136.032	114.395
H_microcephalus	H_atrorubens	H_floridanus	0.0871702	1.25021	0.105611	0.0500799	73.2317	131.865	110.719
H_mollis	H_floridanus	H_atrorubens	0.0614987	0.691968	0.244479	0.0362994	120.104	98.8335	87.3815
H_atrorubens	H_floridanus	H_niveus	0.0749938	0.831702	0.202789	0.014073	199.929	68.8309	59.2273
H_nuttalli	H_atrorubens	H_floridanus	0.0902672	0.672227	0.250719	0.0487931	21.9087	34.006	28.375
H_occidentalis	H_atrorubens	H_floridanus	0.0447153	0.476995	0.316683	0.0273282	59.6976	112.109	102.512
H_atrorubens	H_floridanus	H_petiolaris	0.132607	1.42953	0.0764258	0.0350146	191.029	79.3643	60.7802
H_atrorubens	H_floridanus	H_porteri	0.174241	1.62008	0.0526072	0.0309543	221.768	55.5556	39.0683
H_atrorubens	H_floridanus	H_praecox	0.228841	2.48825	0.00641871	0.0713451	189.239	89.067	55.894
H_floridanus	H_radula	H_atrorubens	0.0676812	0.803339	0.210889	0.0500815	60.1373	123.256	107.629
H_salicifolius	H_atrorubens	H_floridanus	0.157953	1.72022	0.0426959	0.093743	58.8036	127.517	92.7286
H_atrorubens	H_silphioides	H_floridanus	0.0307362	0.286866	0.387107	0.0105892	142.697	65.1468	61.2615
H_verticillatus	H_atrorubens	H_floridanus	0.12829	1.38876	0.0824525	0.0744728	62.2915	124.164	95.9284
H_atrorubens	H_gracilentus	H_giganteus	0.0120805	0.143314	0.443021	0.00738773	64.8341	107.099	104.542
H_giganteus	H_grosseserratus	H_atrorubens	0.0679618	0.695868	0.243256	0.0201431	221.536	55.3206	48.2798
H_heterophyllus	H_atrorubens	H_giganteus	0.0336667	0.360328	0.359301	0.012163	150.903	78.1628	73.0713
H_laciniatus	H_giganteus	H_atrorubens	0.0394608	0.391366	0.347763	0.0172939	85.221	72.2198	66.7365
H_longifolius	H_atrorubens	H_giganteus	0.338249	3.26332	0.000550584	0.0916074	158.811	70.4317	34.8278
H_giganteus	H_maximiliani	H_atrorubens	0.0913321	1.01918	0.15406	0.0297403	211.902	69.6092	57.9582
H_giganteus	H_microcephalus	H_atrorubens	0.0758001	0.807014	0.209829	0.0326707	195.662	87.7772	75.4078
H_atrorubens	H_mollis	H_giganteus	0.175206	2.12666	0.0167243	0.067553	132.985	91.9522	64.5347
H_niveus	H_atrorubens	H_giganteus	0.0877044	1.0636	0.143756	0.0480433	65.9537	129.45	108.574
H_giganteus	H_nuttalli	H_atrorubens	0.0117465	0.0738874	0.47055	0.00469803	56.7897	17.1238	16.7262
H_atrorubens	H_giganteus	H_occidentalis	0.0340016	0.448906	0.32675	0.0176833	72.2206	101.09	94.4421
H_petiolaris	H_atrorubens	H_giganteus	0.070441	0.907916	0.181961	0.0396209	69.5702	122.125	106.052
H_atrorubens	H_giganteus	H_porteri	0.00228345	0.0196853	0.492147	0.0005353	147.917	59.8308	59.5581
H_praecox	H_atrorubens	H_giganteus	0.0322652	0.460538	0.322565	0.01721	68.0895	118.632	111.216
H_radula	H_atrorubens	H_giganteus	0.263436	2.8053	0.00251347	0.0717122	164.793	71.2081	41.5132
H_giganteus	H_salicifolius	H_atrorubens	0.0774245	0.820948	0.205838	0.0267381	160.442	61.1274	52.3421
H_atrorubens	H_silphioides	H_giganteus	0.252675	2.42051	0.00774945	0.080252	195.499	67.8628	40.4858
H_giganteus	H_verticillatus	H_atrorubens	0.0221155	0.226917	0.410244	0.00644304	220.307	47.7028	45.6385
H_gracilentus	H_atrorubens	H_grosseserratus	0.0462922	0.547502	0.292017	0.0219603	63.3901	104.081	94.871
H_heterophyllus	H_atrorubens	H_gracilentus	0.112665	1.04937	0.147005	0.0271961	170.324	63.0488	50.2806
H_atrorubens	H_gracilentus	H_laciniatus	0.0344673	0.344937	0.365071	0.0109722	59.1508	82.5536	77.0524
H_longifolius	H_atrorubens	H_gracilentus	0.215224	1.90183	0.0285969	0.0533158	171.051	59.8151	38.6278
H_atrorubens	H_gracilentus	H_maximiliani	0.12441	1.34743	0.0889205	0.0752057	64.4867	137.357	106.962
H_gracilentus	H_atrorubens	H_microcephalus	0.0650366	0.76893	0.220967	0.047758	66.8958	124.084	108.929
H_atrorubens	H_mollis	H_gracilentus	0.195135	1.86996	0.030745	0.0571267	144.823	74.552	50.2071
H_atrorubens	H_niveus	H_gracilentus	0.0267809	0.25936	0.397679	0.0128698	77.525	113.065	107.167
H_atrorubens	H_gracilentus	H_nuttalli	0.0347705	0.235761	0.406809	0.0147717	15.881	31	28.9167
H_occidentalis	H_atrorubens	H_gracilentus	0.129907	1.23509	0.108399	0.0423118	132.148	73.5722	56.6548
H_petiolaris	H_atrorubens	H_gracilentus	0.0142148	0.160264	0.436336	0.00642352	82.5684	101.687	98.8362
H_gracilentus	H_atrorubens	H_porteri	0.217457	2.21144	0.0135027	0.050708	136.942	67.4377	43.3468
H_atrorubens	H_praecox	H_gracilentus	0.0357638	0.368765	0.356152	0.0162028	86.1481	109.285	101.738
H_radula	H_atrorubens	H_gracilentus	0.3035	2.92477	0.00172355	0.065424	180.628	64.1942	34.3009
H_atrorubens	H_gracilentus	H_salicifolius	0.076057	0.787364	0.215534	0.034047	51.0111	107.023	91.8937
H_atrorubens	H_silphioides	H_gracilentus	0.0928455	0.72906	0.232982	0.0219286	221.243	52.8742	43.8901
H_atrorubens	H_gracilentus	H_verticillatus	0.0936295	1.07266	0.141713	0.0500083	58.246	115.091	95.3845
H_heterophyllus	H_atrorubens	H_grosseserratus	0.131366	1.47982	0.0694607	0.0409251	145.817	81.2235	62.3613
H_atrorubens	H_laciniatus	H_grosseserratus	0.116221	1.10481	0.134621	0.0551185	54.0202	92.2012	73.0012
H_longifolius	H_atrorubens	H_grosseserratus	0.277108	2.71405	0.00332328	0.084127	151.532	80.719	45.6901
H_grosseserratus	H_maximiliani	H_atrorubens	0.00673305	0.0751402	0.470052	0.00208171	234.797	57.3609	56.5937
H_microcephalus	H_grosseserratus	H_atrorubens	0.0010244	0.0134151	0.494648	0.000389935	180.297	72.125	71.9774
H_grosseserratus	H_atrorubens	H_mollis	0.104064	1.22411	0.110455	0.0677443	61.1907	123.175	99.955
H_niveus	H_atrorubens	H_grosseserratus	0.173867	2.4816	0.00653963	0.0797722	59.4401	131.765	92.7321
H_grosseserratus	H_nuttalli	H_atrorubens	0.153556	0.826827	0.204167	0.0449637	78.3988	14.5774	10.6964
H_grosseserratus	H_occidentalis	H_atrorubens	0.0846898	0.873278	0.191256	0.0408206	111.976	81.3524	68.6488
H_petiolaris	H_atrorubens	H_grosseserratus	0.082698	1.23064	0.109228	0.0392342	59.0047	117.791	99.7968
H_grosseserratus	H_atrorubens	H_porteri	0.0943013	0.934642	0.174987	0.0186087	168.401	53.1726	44.0083
H_praecox	H_atrorubens	H_grosseserratus	0.0969902	1.54889	0.0607045	0.0463716	59.6636	124.188	102.228
H_radula	H_atrorubens	H_grosseserratus	0.197956	1.91934	0.0274705	0.0539958	154.296	69.4893	46.5238
H_salicifolius	H_grosseserratus	H_atrorubens	0.0178841	0.171159	0.432049	0.00564162	160.196	51.3595	49.5548
H_atrorubens	H_silphioides	H_grosseserratus	0.0117956	0.105637	0.457935	0.00328856	198.666	58.6484	57.281
H_verticillatus	H_grosseserratus	H_atrorubens	0.0390101	0.385127	0.350072	0.0101909	234.688	42.4829	39.2929
H_heterophyllus	H_atrorubens	H_laciniatus	0.187223	1.7674	0.038581	0.0382122	136.989	65.117	44.5794
H_heterophyllus	H_longifolius	H_atrorubens	0.116375	1.23127	0.10911	0.0837471	63.6246	114.715	90.798
H_heterophyllus	H_atrorubens	H_maximiliani	0.122121	1.55239	0.0602848	0.0449507	154.877	92.5043	72.3697
H_heterophyllus	H_atrorubens	H_microcephalus	0.168318	1.95221	0.0254569	0.0803075	152.042	97.0793	69.1072
H_mollis	H_heterophyllus	H_atrorubens	0.00109834	0.0115162	0.495406	0.000722736	81.9029	111.998	111.752
H_heterophyllus	H_atrorubens	H_niveus	0.0186711	0.192085	0.423838	0.00350268	206.607	65.9976	63.5782
H_heterophyllus	H_atrorubens	H_nuttalli	0.173672	1.23255	0.108872	0.0453612	38.6595	25.9225	18.2508
H_heterophyllus	H_atrorubens	H_occidentalis	0.149188	1.4627	0.0717753	0.0552348	135.054	86.5933	64.1101
H_atrorubens	H_heterophyllus	H_petiolaris	0.0195847	0.216352	0.414357	0.00511192	192.225	70.5014	67.7929
H_atrorubens	H_heterophyllus	H_porteri	0.141585	1.46773	0.0710892	0.0303298	226.73	65.1563	48.9943
H_heterophyllus	H_atrorubens	H_praecox	0.0100765	0.113966	0.454632	0.00305241	201.835	72.251	70.8095
H_heterophyllus	H_radula	H_atrorubens	0.11263	1.17234	0.12053	0.0788868	72.1973	118.528	94.531
H_heterophyllus	H_atrorubens	H_salicifolius	0.20665	2.04472	0.0204412	0.0570307	145.895	83.3156	54.7785
H_atrorubens	H_silphioides	H_heterophyllus	0.150888	1.38964	0.0823187	0.0770234	158.57	86.441	63.7751
H_heterophyllus	H_atrorubens	H_verticillatus	0.116083	1.27386	0.101356	0.034995	133.191	75.6338	59.9006
H_longifolius	H_atrorubens	H_laciniatus	0.253414	2.26484	0.0117612	0.0484344	149.012	58.944	35.1095
H_laciniatus	H_maximiliani	H_atrorubens	0.10552	1.03664	0.149952	0.0442433	114.388	78.3345	63.3808
H_atrorubens	H_laciniatus	H_microcephalus	0.0591704	0.717653	0.236486	0.0430238	67.2845	101.272	89.9567
H_atrorubens	H_mollis	H_laciniatus	0.0883406	0.919289	0.178972	0.0212587	125.815	68.4655	57.3508
H_atrorubens	H_laciniatus	H_niveus	0.0886229	0.89827	0.184521	0.0237793	100.511	78.7087	65.8937
H_nuttalli	H_laciniatus	H_atrorubens	0.00645369	0.0351188	0.485993	0.003227	25.3512	18.5655	18.3274
H_laciniatus	H_atrorubens	H_occidentalis	0.0198283	0.225998	0.410602	0.0109671	57.4929	84.0071	80.7405
H_petiolaris	H_atrorubens	H_laciniatus	0.00106723	0.0113337	0.495479	0.000362746	59.5125	88.9617	88.772
H_laciniatus	H_atrorubens	H_porteri	0.00152798	0.0128325	0.494881	0.000336929	123.395	47.5988	47.4536
H_atrorubens	H_praecox	H_laciniatus	0.00984975	0.105203	0.458107	0.00328202	60.9385	92.873	91.0613
H_radula	H_atrorubens	H_laciniatus	0.245367	2.23789	0.0126143	0.0478376	149.765	64.5448	39.1111
H_laciniatus	H_salicifolius	H_atrorubens	0.108006	0.91024	0.181348	0.0452473	99.7071	66.8405	53.8095
H_silphioides	H_atrorubens	H_laciniatus	0.0485862	0.399548	0.344745	0.00776877	174.732	40.5048	36.7512
H_laciniatus	H_verticillatus	H_atrorubens	0.146937	1.39399	0.0816606	0.0610217	90.8067	67.4056	50.1345
H_longifolius	H_atrorubens	H_maximiliani	0.211409	2.18962	0.0142758	0.0710344	166.582	79.4857	51.7429
H_longifolius	H_atrorubens	H_microcephalus	0.201184	2.2706	0.0115857	0.0931622	162.949	87.1905	57.9837
H_mollis	H_longifolius	H_atrorubens	0.125012	1.46058	0.0720653	0.0986191	55.3583	125.634	97.7127
H_longifolius	H_atrorubens	H_niveus	0.0676711	0.585626	0.279063	0.0103821	195.485	49.1821	42.9476
H_longifolius	H_atrorubens	H_nuttalli	0.154836	1.0061	0.157183	0.0412098	50.9643	22.6595	16.5833
H_longifolius	H_atrorubens	H_occidentalis	0.0864272	0.789465	0.21492	0.0320412	135.668	70.7361	59.4817
H_longifolius	H_atrorubens	H_petiolaris	0.200493	1.87638	0.0303018	0.0467311	184.619	61.5771	41.0093
H_longifolius	H_atrorubens	H_porteri	0.0622209	0.568428	0.284872	0.010728	207.673	42.0528	37.1262
H_longifolius	H_atrorubens	H_praecox	0.131419	1.31901	0.0935832	0.0356756	197.362	60.6882	46.5898
H_radula	H_longifolius	H_atrorubens	0.0133359	0.132084	0.447459	0.00814491	85.6566	75.4578	73.4717
H_longifolius	H_atrorubens	H_salicifolius	0.229364	1.965	0.0247069	0.0618158	142.841	71.3492	44.7258
H_silphioides	H_atrorubens	H_longifolius	0.0428898	0.434046	0.332127	0.0173754	122.124	64.5425	59.2337
H_longifolius	H_atrorubens	H_verticillatus	0.206557	2.02887	0.0212358	0.0604825	144.008	68.1762	44.8333
H_maximiliani	H_microcephalus	H_atrorubens	0.0358967	0.482382	0.314767	0.0158931	195.904	92.4505	86.0432
H_maximiliani	H_atrorubens	H_mollis	0.0508031	0.601348	0.273804	0.0332809	67.1366	131.56	118.839
H_niveus	H_atrorubens	H_maximiliani	0.0170145	0.227272	0.410106	0.0105959	63.0499	136.661	132.088
H_nuttalli	H_maximiliani	H_atrorubens	0.157032	1.03312	0.150773	0.0593361	63.1625	20.4823	14.9226
H_atrorubens	H_maximiliani	H_occidentalis	0.0688865	0.872673	0.191421	0.0349439	76.5978	110.093	95.9024
H_atrorubens	H_petiolaris	H_maximiliani	0.0296834	0.426563	0.334849	0.0178148	67.3611	136.859	128.968
H_atrorubens	H_maximiliani	H_porteri	0.0375282	0.376881	0.353131	0.00870993	171.325	66.1407	61.356
H_atrorubens	H_praecox	H_maximiliani	0.037132	0.60358	0.273061	0.0224358	66.1157	142.323	132.132
H_radula	H_atrorubens	H_maximiliani	0.189812	2.22445	0.013059	0.0638227	176.835	88.7684	60.4458
H_salicifolius	H_maximiliani	H_atrorubens	0.0293772	0.284676	0.387946	0.0102453	200.587	63.1034	59.5016
H_atrorubens	H_silphioides	H_maximiliani	0.112899	1.09388	0.137004	0.0351377	208.606	69.3269	55.261
H_verticillatus	H_maximiliani	H_atrorubens	0.0203919	0.227853	0.40988	0.00577521	234.749	52.2184	50.1313
H_atrorubens	H_microcephalus	H_mollis	0.0166286	0.223612	0.41153	0.0115717	65.0534	123.257	119.225
H_niveus	H_atrorubens	H_microcephalus	0.124711	1.62224	0.0523759	0.0918899	67.8954	150.25	116.93
H_microcephalus	H_nuttalli	H_atrorubens	0.124954	0.911224	0.181089	0.0492982	57.1806	22.2734	17.3254
H_microcephalus	H_occidentalis	H_atrorubens	0.0212575	0.247666	0.402197	0.0107445	130.089	84.2169	80.7109
H_petiolaris	H_atrorubens	H_microcephalus	0.100388	1.59368	0.0555038	0.0712648	74.937	143.4	117.235
H_microcephalus	H_atrorubens	H_porteri	0.034497	0.344302	0.36531	0.00724472	179.361	59.8036	55.8151
H_praecox	H_atrorubens	H_microcephalus	0.0973113	1.42939	0.0764467	0.0677803	74.8833	146.142	120.222
H_radula	H_atrorubens	H_microcephalus	0.191963	2.04208	0.0205719	0.0800337	164.455	83.7065	56.745
H_salicifolius	H_microcephalus	H_atrorubens	0.0243463	0.278054	0.390485	0.0113721	151.013	81.5099	77.6353
H_atrorubens	H_silphioides	H_microcephalus	0.0388224	0.406903	0.34204	0.0169585	199.988	68.9292	63.7772
H_verticillatus	H_microcephalus	H_atrorubens	0.0650412	0.787944	0.215365	0.0269509	188.467	75.5714	66.3412
H_atrorubens	H_mollis	H_niveus	0.0538001	0.539512	0.294767	0.0103951	194.343	68.237	61.2695
H_mollis	H_atrorubens	H_nuttalli	0.0476319	0.313656	0.376891	0.0130236	33.3891	22.2954	20.2681
H_atrorubens	H_occidentalis	H_mollis	0.0136114	0.155982	0.438024	0.0100507	62.5732	109.249	106.315
H_atrorubens	H_mollis	H_petiolaris	0.159811	1.72511	0.042254	0.0425748	177.188	76.9059	55.712
H_atrorubens	H_mollis	H_porteri	0.162897	1.52202	0.0640017	0.0334751	201.682	62.6645	45.1085
H_atrorubens	H_mollis	H_praecox	0.178742	2.02979	0.0211887	0.0568054	184.631	83.8599	58.4271
H_mollis	H_radula	H_atrorubens	0.107441	1.26491	0.102952	0.0803681	54.4289	127.72	102.938
H_salicifolius	H_atrorubens	H_mollis	0.144162	1.71824	0.0428766	0.0947824	58.0185	117.486	87.88
H_silphioides	H_atrorubens	H_mollis	0.215528	2.45513	0.0070416	0.0767639	165.037	77.8423	50.2375
H_verticillatus	H_atrorubens	H_mollis	0.0857763	1.01447	0.15518	0.0584196	59.1449	118.43	99.7179
H_atrorubens	H_niveus	H_nuttalli	0.0804619	0.56628	0.285602	0.0308233	17.8893	32.6194	27.7611
H_occidentalis	H_atrorubens	H_niveus	0.0197544	0.207881	0.417661	0.00402103	140.175	60.1433	57.8131
H_niveus	H_petiolaris	H_atrorubens	0.110782	1.20589	0.113929	0.0308622	220.726	73.6271	58.9409
H_niveus	H_atrorubens	H_porteri	0.0351568	0.358651	0.359928	0.00811052	120.143	65.2968	60.8615
H_niveus	H_praecox	H_atrorubens	0.108594	1.37521	0.0845329	0.032138	209.042	77.8761	62.6191
H_radula	H_atrorubens	H_niveus	0.0386305	0.369357	0.355931	0.00661889	209.469	57.9602	53.6487
H_niveus	H_atrorubens	H_salicifolius	0.129742	1.44189	0.0746673	0.0553286	66.0123	122.373	94.2655
H_atrorubens	H_silphioides	H_niveus	0.14789	1.29901	0.0969707	0.0226857	264.394	56.8734	42.2187
H_niveus	H_atrorubens	H_verticillatus	0.0324322	0.366232	0.357096	0.0161958	53.1687	112.75	105.666
H_occidentalis	H_nuttalli	H_atrorubens	0.00568031	0.0346241	0.48619	0.00332035	33.5	22.5524	22.2976
H_petiolaris	H_atrorubens	H_nuttalli	0.0851826	0.567115	0.285318	0.0325058	18.8079	34.0175	28.677
H_nuttalli	H_atrorubens	H_porteri	0.0614768	0.348515	0.363727	0.0126975	29.3155	18.9107	16.7202
H_atrorubens	H_nuttalli	H_praecox	0.08994	0.655816	0.255971	0.0381428	32.6034	23.797	19.8696
H_atrorubens	H_radula	H_nuttalli	0.00812242	0.0439884	0.482457	0.00201896	32.5119	16.9921	16.7183
H_salicifolius	H_nuttalli	H_atrorubens	0.0626408	0.334152	0.369133	0.0219579	43.2262	14.0357	12.381
H_atrorubens	H_silphioides	H_nuttalli	0.141779	0.864457	0.193668	0.025526	52.7778	15.004	11.2778
H_nuttalli	H_verticillatus	H_atrorubens	0.154843	0.85517	0.196229	0.0458962	63.3214	14.1468	10.3532
H_atrorubens	H_occidentalis	H_petiolaris	0.0906455	0.948432	0.171455	0.0279574	133.404	79.5472	66.3245
H_atrorubens	H_occidentalis	H_porteri	0.0500227	0.460679	0.322515	0.0105394	166.052	47.6627	43.1214
H_atrorubens	H_occidentalis	H_praecox	0.0832943	0.855494	0.196139	0.0305076	137.684	76.0674	64.3698
H_occidentalis	H_radula	H_atrorubens	0.267602	2.98308	0.00142683	0.212052	45.0632	153.693	88.8013
H_atrorubens	H_salicifolius	H_occidentalis	0.0536541	0.577215	0.281897	0.0285527	67.3369	95.2361	85.5369
H_silphioides	H_atrorubens	H_occidentalis	0.0282812	0.24782	0.402137	0.00845052	175.815	53.5937	50.6456
H_verticillatus	H_occidentalis	H_atrorubens	0.140696	1.46048	0.0720792	0.0631286	107.805	76.4794	57.6131
H_atrorubens	H_petiolaris	H_porteri	0.0504108	0.614442	0.269462	0.011589	124.256	63.0857	57.0306
H_petiolaris	H_praecox	H_atrorubens	0.0132155	0.173748	0.431032	0.00367267	296.35	66.3928	64.6609
H_radula	H_atrorubens	H_petiolaris	0.13763	1.32791	0.0921032	0.0298081	199.3	63.3388	48.0134
H_petiolaris	H_atrorubens	H_salicifolius	0.0380083	0.462327	0.321924	0.0163903	66.47	109.836	101.793
H_atrorubens	H_silphioides	H_petiolaris	0.138814	1.32799	0.0920915	0.0358816	248.989	70.6868	53.4542
H_atrorubens	H_petiolaris	H_verticillatus	0.0599553	0.770682	0.220448	0.0302731	60.4116	116.759	103.551
H_atrorubens	H_praecox	H_porteri	0.0572605	0.691546	0.244611	0.0142704	126.679	72.4476	64.6002
H_atrorubens	H_radula	H_porteri	0.151362	1.38858	0.0824807	0.0274411	218.309	54.7243	40.3358
H_salicifolius	H_atrorubens	H_porteri	0.0942274	0.911351	0.181055	0.0220792	169.487	59.6345	49.3639
H_atrorubens	H_silphioides	H_porteri	0.0150582	0.120776	0.451934	0.0020464	265.914	32.6613	31.6923
H_verticillatus	H_atrorubens	H_porteri	0.0772759	0.764332	0.222335	0.0167708	147.419	57.3226	49.0988
H_radula	H_atrorubens	H_praecox	0.0423011	0.405836	0.342431	0.0115504	209.371	65.0272	59.749
H_praecox	H_atrorubens	H_salicifolius	0.0200294	0.261742	0.39676	0.00891462	61.8255	111.528	107.148
H_atrorubens	H_silphioides	H_praecox	0.225405	2.19217	0.0141838	0.0594216	250.954	70.2866	44.4291
H_atrorubens	H_praecox	H_verticillatus	0.0624081	0.869525	0.19228	0.0313095	57.8127	120.633	106.46
H_salicifolius	H_radula	H_atrorubens	0.32977	4.05962	2.45764e-05	0.257822	41.7799	167.941	84.6454
H_silphioides	H_atrorubens	H_radula	0.107354	0.920446	0.17867	0.0439355	140.07	71.0631	57.2845
H_radula	H_atrorubens	H_verticillatus	0.145931	1.44334	0.0744622	0.0389161	153.413	64.3053	47.9271
H_atrorubens	H_silphioides	H_salicifolius	0.0588635	0.532037	0.29735	0.0158227	181.96	61.1679	54.3671
H_verticillatus	H_salicifolius	H_atrorubens	0.0736537	0.730705	0.23248	0.0242238	171.176	51.1036	44.0921
H_atrorubens	H_silphioides	H_verticillatus	0.0582145	0.522428	0.300686	0.0155344	192.199	56.4451	50.2348
H_carnosus	H_debilis	H_cusickii	0.130116	1.37183	0.0850575	0.0588453	60.8702	107.779	82.9606
H_cusickii	H_divaricatus	H_carnosus	0.0954466	0.850155	0.19762	0.0255127	91.1833	61.3736	50.6786
H_carnosus	H_exilis	H_cusickii	0.102916	0.888431	0.187154	0.0453441	48.4552	85.6695	69.6814
H_cusickii	H_carnosus	H_floridanus	0.196457	2.06712	0.0193615	0.0963592	51.2539	119.321	80.136
H_giganteus	H_cusickii	H_carnosus	0.0971239	0.8913	0.186384	0.0249439	131.561	65.7305	54.0928
H_gracilentus	H_cusickii	H_carnosus	0.158148	1.41549	0.0784625	0.0439448	106.268	71.8623	52.2363
H_cusickii	H_grosseserratus	H_carnosus	0.0758899	0.666046	0.252691	0.0187922	128.621	59.9315	51.4768
H_heterophyllus	H_carnosus	H_cusickii	0.0355101	0.326308	0.372096	0.0106794	137.702	63.3117	58.9695
H_laciniatus	H_cusickii	H_carnosus	0.141616	1.27087	0.101887	0.0379328	96.106	58.2095	43.7679
H_longifolius	H_carnosus	H_cusickii	0.140277	1.14842	0.125398	0.0321768	151.109	47.5774	35.8714
H_maximiliani	H_cusickii	H_carnosus	0.0505052	0.494009	0.31065	0.0118232	154.813	58.9336	53.2669
H_cusickii	H_microcephalus	H_carnosus	0.0196829	0.190771	0.424353	0.00567389	123.077	70.3424	67.6268
H_cusickii	H_carnosus	H_mollis	0.00483064	0.048267	0.480752	0.00246791	53.8798	88.9168	88.0619
H_carnosus	H_niveus	H_cusickii	0.117286	1.2096	0.113216	0.052443	50.7233	104.722	82.7358
H_carnosus	H_nuttalli	H_cusickii	0.290365	1.85952	0.0314765	0.130207	9.66619	32.4619	17.8524
H_cusickii	H_occidentalis	H_carnosus	0.0704237	0.634736	0.2628	0.0221466	82.8877	70.2175	60.9782
H_carnosus	H_petiolaris	H_cusickii	0.158579	1.59015	0.0559007	0.0724641	54.5719	112.457	81.6723
H_cusickii	H_carnosus	H_porteri	0.152438	1.29249	0.0980943	0.0301551	110.622	55.841	41.0683
H_praecox	H_cusickii	H_carnosus	0.154591	1.52761	0.0633052	0.043722	118.974	81.5274	59.6956
H_radula	H_carnosus	H_cusickii	0.138055	1.10251	0.13512	0.0280636	189.589	49.1746	37.244
H_cusickii	H_salicifolius	H_carnosus	0.118281	1.05216	0.146362	0.0281959	125.158	55.645	43.8738
H_carnosus	H_silphioides	H_cusickii	0.125178	1.08032	0.140001	0.0351421	141.871	60.0685	46.703
H_verticillatus	H_cusickii	H_carnosus	0.0388345	0.320167	0.374421	0.00900054	121.054	48.0688	44.4749
H_debilis	H_carnosus	H_divaricatus	0.0649263	0.667266	0.252301	0.0268417	46.954	86.0813	75.585
H_debilis	H_exilis	H_carnosus	0.0117668	0.0960642	0.461735	0.0025226	100.799	45.345	44.2903
H_carnosus	H_floridanus	H_debilis	0.101476	0.987003	0.161821	0.0210162	137.269	57.3484	46.7817
H_debilis	H_giganteus	H_carnosus	0.0378187	0.392584	0.347313	0.0117995	84.5826	76.1128	70.5656
H_debilis	H_gracilentus	H_carnosus	0.00899642	0.0897538	0.464241	0.00275427	72.7073	69.6498	68.4077
H_debilis	H_carnosus	H_grosseserratus	0.0437683	0.434254	0.332052	0.0171224	48.4192	81.124	74.3204
H_heterophyllus	H_carnosus	H_debilis	0.0134233	0.124451	0.450479	0.002849	151.005	51.9912	50.6139
H_debilis	H_laciniatus	H_carnosus	0.0105664	0.09216	0.463285	0.00275044	67.9669	49.1556	48.1276
H_longifolius	H_carnosus	H_debilis	0.0597487	0.464143	0.321273	0.010659	155.146	41.1324	36.4943
H_carnosus	H_debilis	H_maximiliani	0.151345	1.74216	0.0407401	0.0711587	54.8989	107.399	79.1633
H_debilis	H_carnosus	H_microcephalus	0.0591047	0.603171	0.273197	0.0315941	66.3101	90.589	80.4782
H_carnosus	H_mollis	H_debilis	0.104797	1.15374	0.124304	0.0239863	110.681	60.484	49.0094
H_niveus	H_debilis	H_carnosus	0.0992878	0.913809	0.180409	0.0197144	143.924	54.1419	44.3617
H_carnosus	H_nuttalli	H_debilis	0.000937587	0.0055878	0.497771	0.000306728	25.1736	23.5119	23.4679
H_carnosus	H_occidentalis	H_debilis	0.109597	1.01926	0.154041	0.0319913	89.4619	67.6461	54.283
H_petiolaris	H_debilis	H_carnosus	0.0675173	0.554224	0.289713	0.0123239	217.791	47.1542	41.1894
