ann	ano	arg	27935.7	69565.7	27180.9	173626	211612	72222.8	215918	212346	113837
ann	ano	deb	37734.9	38086.1	42519.1	161915	216318	116630	157630	211508	116865
ann	ano	des	27836	27413.6	85803.7	257338	214344	116342	198959	156500	115926
ann	ano	niv	31454.6	33224.1	51992.7	161943	212437	111951	143161	191867	113608
ann	ano	par	33233.8	45120.5	35351.8	203273	202914	97761.1	212982	200710	109738
ann	ano	pet_fal	31023	40009.1	49603.6	134657	217949	108404	124978	199343	117322
ann	ano	pet_pet	30989.9	41942.8	47826.3	149948	217079	105680	144211	200271	116667
ann	arg	deb	72080.8	29120.7	31161.2	163662	179950	117940	161695	220858	74912.9
ann	arg	des	72417.2	28729.5	28766.8	262028	178549	118135	261968	222190	74432.9
ann	arg	niv	69063.9	28550.2	28166.6	164391	176436	114075	164747	217267	73483.9
ann	arg	par	60706.7	32428.6	30720	205753	168934	98853.7	207433	198957	70536.6
ann	arg	pet_fal	66755	32045.8	31146.4	136796	180995	110046	137796	216619	75353.6
ann	arg	pet_pet	65172.8	32804.7	32016.5	152504	180068	107503	153211	213342	75063.7
ann	deb	des	39684.3	38701.1	45576.8	268421	166291	120778	261590	160644	119692
ann	deb	niv	36343	37832.1	46922.4	168451	164425	116851	159404	153936	118202
ann	deb	par	35720.4	47820.4	36633.8	210505	157002	101683	221602	156053	113746
ann	deb	pet_fal	32370.2	41214.4	59372.1	139215	168609	112609	121075	141622	121587
ann	deb	pet_pet	31306.9	42243	61748.1	155147	167754	110406	135787	137250	121386
ann	des	niv	32047.7	34448.5	56953.4	166941	262797	116086	144433	238035	118434
ann	des	par	34257.9	47171.1	37311.1	209278	251068	101057	219002	247962	113731
ann	des	pet_fal	31740.6	41577.5	54161.1	139064	269613	111829	126482	247327	121604
ann	des	pet_pet	31768.3	43626.7	51904.8	154600	268643	109212	146407	248599	120894
ann	niv	par	33987	44410.5	36529	206615	157245	99808.6	214483	154648	110063
ann	niv	pet_fal	30114.9	37317.4	59562.3	137090	169185	110390	114814	139668	117618
ann	niv	pet_pet	30201.8	39465.4	56501.2	152496	168425	107635	135386	142133	116776
ann	par	pet_fal	42039.4	38286.2	40484.5	130954	212455	106079	128763	213983	102389
ann	par	pet_pet	41389.8	39675.5	40368.3	146118	211036	103601	145551	212014	101872
ann	pet_fal	pet_pet	28548.9	30673.1	97084.1	156091	139548	110804	89590	71022.2	112913
ano	arg	deb	36151.3	41576.2	39217.5	151366	212586	203759	153779	209572	209170
ano	arg	des	26939.5	83471.8	27243.5	191864	211584	150798	248087	211292	207335
ano	arg	niv	30573.3	51173.7	32648.3	138320	208645	184528	156730	206694	205201
ano	arg	par	32547.9	35344.7	43069.8	205144	199478	193076	197544	188935	195997
ano	arg	pet_fal	30403.7	49084.5	38888.1	120754	214552	191888	130960	206053	210638
ano	arg	pet_pet	30254.6	47304.7	40795.9	139320	213256	192900	145692	202819	209845
ano	deb	des	29135.1	81585.9	30374.5	196218	154137	154556	247548	152882	206888
ano	deb	niv	32814.5	48467.1	38484.8	141684	152189	189243	151680	146286	204859
ano	deb	par	40295.2	38154.5	37185	210358	145096	197777	211429	148295	195678
ano	deb	pet_fal	31146.2	44724.3	52326.2	123595	156527	196605	115874	135301	210173
ano	deb	pet_pet	30915.5	42844.2	55389.3	142517	155394	197750	129978	130937	209700
ano	des	niv	67530	31702.5	34599.5	140292	192642	187512	137421	225619	151662
ano	des	par	78967.6	27911.1	28178.8	208600	184265	195950	208375	235094	144811
