-0.00395715,0.0598384,-0.0093943,0.0548077,-0.0470032,0.0108967,-0.019656,-0.0816308,-0.136799,-0.211569,-0.041656,0.00227113,0.0178627,0.00365772,-0.0190304,-0.0577921,-0.0317925,-0.019869	0.0289313,0.0937349,0.0360679,0.0550236,0.0522118,0.0165943,0.0363991,0.0517562,0.0220043,-0.0192042,0.0834798,0.0177632,0.0670792,0.0399944,0.040294,0.00543754	-0.0169502,-0.0172962,-0.0796788,0.0158395,-0.100987,-0.0447071,-0.0635101,-0.119737,-0.306465,-0.0680939,-0.0420224,-0.0352071,-0.00195807,-0.0658435,-0.0972893,-0.0667032
-0.533013,-0.457941,-0.490937,-0.493555,-0.467615,-0.511181,-0.55121,-0.470241,-0.528746,-0.487712,-0.628733,-0.46721,-0.494279,-0.463666,-0.53066,-0.52419,-0.507044,-0.477387,-0.563326,-0.544072,-0.498601	0.00400092,-0.00364029,0.0106007,0.00889662,0.018131,0.00278714,0.00947754,0.0113707,-0.00644321,0.0128793,0.0089241	-0.5267,-0.467346,-0.492154,-0.494659,-0.481786,-0.513349,-0.547112,-0.500718,-0.532891,-0.486041,-0.633803,-0.472257,-0.494949,-0.492438,-0.506508,-0.531343,-0.507789,-0.496086,-0.559204,-0.553181,-0.494574
-0.225328,-0.176165,-0.187546,-0.172263,-0.191758,-0.2489,-0.227427,-0.279292,-0.273216,-0.331771,-0.223487,-0.208638,-0.170836,-0.207999,-0.155772,-0.255344,-0.258311,-0.196034	0.0334239,0.0496824,0.0216914,0.0412675,0.00967012,0.0131634,0.0415131,0.00266535,0.0265465,0.0645458,0.0347083,0.053919,0.0124264,0.0530476	-0.243943,-0.214607,-0.225605,-0.20965,-0.224614,-0.26871,-0.228906,-0.280827,-0.384305,-0.293959,-0.257,-0.20862,-0.254375,-0.211928,-0.243516,-0.270835,-0.261154
0.113616,0.189188,0.0614134,0.0916388,0.0692333,0.118845,0.142321,0.0883389,0.123911,0.00234047,0.163268,0.0944867,0.0942853,0.0274044,0.0950063	0.146053,0.191335,0.135935,0.132668,0.108979,0.182993,0.117722,0.167772,0.0964941,0.173451,0.109399,0.154828,0.0966423,0.147456	-0.0228472,-0.022366,-0.0744971,-0.0467729,-0.0277154,-0.0403769,-0.023767,-0.0209217,-0.0994103,-0.0407783,-0.0130053,-0.0517384,-0.0743643
-0.112912,-0.0620638,0.0090228,-0.116673,-0.00461383,-0.12133,-0.0919497,-0.154988,-0.146685,-0.222676,-0.30445,-0.162564,-0.131716,-0.0185101,-0.150711,-0.0135614,-0.0596941,-0.196191,-0.186356,-0.0785038	0.137236,0.169158,0.103452,0.182025,0.118977,0.128939,0.0843187,0.102596,0.0526209,0.0801333,0.16735,0.154214,0.112961,0.140177,0.0787452	-0.241013,-0.188845,-0.206944,-0.172316,-0.230919,-0.238102,-0.186174,-0.290329,-0.31706,-0.336525,-0.21493,-0.204392,-0.228234,-0.236681,-0.199009,-0.279276,-0.229468,-0.230615
-0.11495,0.0195511,0.0539485,-0.0677726,0.0551192,-0.050874,-0.0865914,-0.105759,-0.0832804,-0.278339,-0.213662,-0.0991039,-0.0898945,-0.0151372,-0.0568546,-0.0351756,-0.0629881,-0.105306,-0.0791756	0.148184,0.228278,0.118708,0.2302,0.135048,0.136797,0.112993,0.130635,0.0779548,0.0938508,0.216691,0.149787,0.174572,0.154916,0.100679,0.158008	-0.223368,-0.170676,-0.208142,-0.146502,-0.202968,-0.220974,-0.191423,-0.230744,-0.452715,-0.219944,-0.183508,-0.176147,-0.25858,-0.191868,-0.264418,-0.1797,-0.20387
-0.516151,-0.449324,-0.431456,-0.440001,-0.44519,-0.484376,-0.434828,-0.484079,-0.451537,-0.495767,-0.398147,-0.432198,-0.398748,-0.436728,-0.450312,-0.470321,-0.46109,-0.528725,-0.45507,-0.448727,-0.482038,-0.487668,-0.472776	0.000458445,0.0326192,0.0060719,0.0278155,0.0215355,0.0452411,0.033019,0.0111896,0.0257248,0.0150987,0.00468435,0.0152365,0.0374094,0.00666027,0.0360825	-0.519314,-0.45368,-0.466476,-0.443172,-0.459022,-0.482687,-0.473206,-0.528436,-0.466933,-0.491488,-0.441358,-0.444396,-0.40641,-0.464089,-0.452684,-0.506075,-0.45257,-0.538627,-0.4639,-0.483468,-0.488028,-0.519905,-0.490279
-0.110129,-0.0926634,-0.112382,-0.116631,-0.149944,-0.0784938,-0.169463,-0.167986,-0.107794,-0.104171,-0.0806722,-0.109524,-0.145857,-0.0323746,-0.104845,-0.16572,-0.122425,-0.0799651,-0.117243,-0.154988,-0.105842	0.107059,0.0980815,0.0667653,0.0698871,0.0710811,0.0562102,0.0522773,0.0852217,0.075377,0.0902595,0.0378653,0.136776,0.108898,0.0578024,0.0809085,0.0556143,0.0903139,0.0606478,0.124937	-0.229226,-0.200519,-0.158208,-0.171576,-0.221745,-0.160094,-0.223677,-0.202949,-0.190356,-0.163423,-0.146041,-0.209352,-0.206907,-0.188563,-0.263519,-0.098543,-0.202384,-0.183591,-0.220706
-0.036253,0.0414488,-0.033935,-0.0282728,-0.0293626,0.0448244,-0.0373011,0.00411318,-0.0238929,-0.0399014,-0.0457425,0.0208019,0.0130347,0.00463553,-0.0252246,-0.0647688,0.0221098	-0.0504304,0.0721229,-0.0481987,0.0128615,-0.067854,0.0209308,-0.0437358,-0.0797303,-0.177987,-0.191419,-0.0265934,0.0287409,-0.00654272,0.0325546,0.0217167,-0.139242,-0.015703	0.00421936,-0.0281042,0.0280246,-0.0542791,0.0538313,0.00698144,0.0404879,0.0499871,0.284475,0.0741901,-0.0576003,-0.0380001,0.024129,0.0121803,0.041437,-0.0126931,-0.0106494
0.0572778,0.0696422,0.10125,0.0842444,0.149092,0.100554,0.174619,0.0803848,0.0448477,0.0673336,0.0956794,0.0969557,0.1008,0.119337,0.157184,-0.0181256,0.211566,0.0504231,0.0592673,-0.0787879,0.0908667,0.0233396,0.049535,-0.0189558,0.121579,0.0613718	0.288222,0.255066,0.275089,0.25491,0.290141,0.232843,0.331102,0.24909,0.25534,0.239929,0.23968,0.268884,0.326425,0.23484,0.320075,0.241325,0.235739,0.196199,0.19863,0.207234,0.208054,0.187039,0.280996	-0.228125,-0.178778,-0.152531,-0.177468,-0.15915,-0.175454,-0.187029,-0.167934,-0.181103,-0.142427,-0.171311,-0.192578,-0.174933,-0.192922,-0.239385,-0.136878,-0.183676,-0.168512,-0.170539
0.100844,0.115415,0.132187,0.136827,0.188653,0.115777,0.243989,0.132884,0.0842564,0.101885,0.170473,0.0974585,0.164619,0.234058,0.128142,-0.0188576,0.287843,0.121842,0.0516112,-0.00708525,0.131522,0.0687777,0.0947789,0.0689114,0.207417	0.314788,0.28861,0.275932,0.298559,0.271556,0.245763,0.352862,0.323004,0.235149,0.256689,0.287304,0.29443,0.376715,0.264511,0.29577,0.311212,0.256698,0.214822,0.261975,0.236741,0.265434,0.207339,0.359815	-0.217034,-0.166991,-0.128083,-0.135338,-0.148248,-0.172448,-0.164936,-0.118273,-0.175064,-0.145477,-0.155003,-0.172254,-0.151809,-0.207761,-0.173386,-0.152769,-0.176656,-0.157239,-0.136999
0.0278182,0.0561564,0.0505517,0.0393106,0.0631302,0.0570657,0.0457167,0.028351,0.0405184,0.0704909,0.0013645,0.017602,0.0534203,0.0316932,0.0619864,0.0366907,0.04039	-0.360428,-0.270319,-0.325042,-0.298313,-0.326313,-0.264048,-0.404151,-0.293054,-0.346912,-0.313951,-0.325737,-0.294814,-0.258278,-0.317456,-0.324394,-0.363078,-0.311422,-0.395768,-0.361637,-0.315959,-0.351214,-0.335964	0.388182,0.321331,0.370115,0.33128,0.377582,0.32436,0.430689,0.35097,0.375494,0.336225,0.368172,0.310101,0.355697,0.328255,0.346252,0.37119,0.372349,0.402743,0.394208,0.380477,0.39228,0.356487
